Symbol	Ballooning_1_vs_control	Ballooning_1_vs_control_pvalue	Ballooning_2_vs_control	Ballooning_2_vs_control_pvalue
DHX32	-0.04732343	0.87605	0.0393886	0.521
LOC105378552	-0.12193894	0.87605	-0.0270727	0.862
ADGRA1	-0.35771269	0.87605	-0.2160002	0.654
RIC8A	0.06248075	0.87605	0.0380075	0.586
HRAS	0.11670723	0.87605	0.1978246	0.119
TALDO1	0.06974871	0.87605	0.0774807	0.42
LOC101927825	0.16682983	0.87605	0.0881989	0.698
RPL27A	0.13347854	0.87605	0.097573	0.47
TMEM9B	0.08453126	0.87605	0.3073582	0.000241
LOC644656	0.10461647	0.87605	-0.0303051	0.794
LOC107984312	-0.16253411	0.87605	-0.3485235	0.0515
CYP2R1	-0.04911827	0.87605	-0.0220074	0.709
BBOX1	0.11523126	0.87605	-0.0154913	0.95
CCDC73	-0.08146619	0.87605	0.0474659	0.572
MTCH2	0.07590459	0.87605	0.0811345	0.476
CNTF	-0.1243825	0.87605	-0.1955379	0.142
FAM111A	0.07960188	0.87605	0.1284017	0.146
MRPL16	0.08246843	0.87605	0.0639664	0.395
SDHAF2	0.06800299	0.87605	0.027256	0.722
MYRF	0.18587266	0.87605	0.3299669	0.115
MIR611	0.18679683	0.87605	0.0549393	0.79
PLAAT2	0.36246907	0.87605	-0.4032339	0.32
STIP1	0.09669773	0.87605	0.3052071	0.00149
VEGFB	0.13087911	0.87605	0.1909905	0.2
CDCA5	0.23512019	0.87605	0.5692106	0.00839
LOC107984338	-0.13068816	0.87605	-0.3541384	0.00689
BRMS1	0.09105761	0.87605	0.1585047	0.0718
BBS1	-0.06296023	0.87605	-0.1526887	0.0227
ZDHHC24	0.05971645	0.87605	-0.0013876	0.987
CARNS1	-0.15276819	0.87605	-0.3406813	0.0574
LOC107984344	-0.134211	0.87605	-0.1714375	0.305
SPCS2	0.09670774	0.87605	0.1705986	0.0811
USP35	0.14235098	0.87605	0.0700459	0.618
SNORA32	0.13924968	0.87605	0.355469	0.0118
BIRC2	-0.04324236	0.87605	0.0501359	0.205
DDX10	-0.05646419	0.87605	0.0426927	0.587
C11orf52	0.10826409	0.87605	-0.0849956	0.469
NKAPD1	-0.04742337	0.87605	-0.0372912	0.438
LOC100132686	-0.18970615	0.87605	-0.4687593	0.0213
APOA4	0.50777269	0.87605	0.1920432	0.771
TAGLN	-0.25449731	0.87605	0.2242593	0.534
RNF214	-0.04598897	0.87605	-0.0893547	0.0521
MSANTD2	-0.05743993	0.87605	-0.0560364	0.52
HEPACAM	-0.48205601	0.87605	-0.8339222	0.164
LOC101929427	0.28612796	0.87605	-0.0417605	0.927
IQSEC3-AS1	0.29607999	0.87605	-0.1664132	0.6
CCDC77	0.08232396	0.87605	-0.0255004	0.812
LOC107984131	0.28113807	0.87605	0.5137406	0.124
PARP11-AS1	-0.21859545	0.87605	-0.2183618	0.401
CD9	0.16460379	0.87605	0.1195224	0.533
MLF2	0.07260052	0.87605	0.0924188	0.298
A2M-AS1	0.25453398	0.87605	0.4008597	0.126
MIR1244-3	0.16347993	0.87605	0.3950405	0.00212
LINC00987	0.18762942	0.87605	0.4453223	0.0654
LOC374443	0.12322758	0.87605	0.2721464	0.0509
MAGOHB	0.0768753	0.87605	0.0939722	0.109
TAS2R19	0.10884156	0.87605	-0.0073778	0.966
ARHGDIB	0.14997233	0.87605	0.2189891	0.15
MGST1	0.12480723	0.87605	0.1707232	0.177
LOC105369706	-0.11076498	0.87605	-0.2015156	0.0925
LOC105369743	-0.13995554	0.87605	-0.0936308	0.604
SPATS2	0.09878877	0.87605	0.3458811	0.00262
GPD1	0.0957369	0.87605	0.022011	0.907
KRT7-AS	0.35351976	0.87605	0.4530071	0.311
AAAS	0.05731166	0.87605	-0.0476838	0.418
RAB5B	0.05281337	0.87605	0.1433073	0.0743
SNORA105C	-0.11335919	0.87605	0.0338692	0.831
ATP5F1B	0.10142024	0.87605	0.0725312	0.572
PTGES3	0.06188414	0.87605	0.1646725	0.0267
SLC16A7	-0.23222272	0.87605	-0.3255246	0.164
RASSF3	0.18885706	0.87605	0.4916539	0.023
TMBIM4	0.10467539	0.87605	0.0490161	0.646
ATXN7L3B	0.04322044	0.87605	0.0081961	0.898
PPFIA2	-0.13002364	0.87605	0.0329199	0.865
NTN4	-0.10427906	0.87605	-0.2229421	0.0307
LINC02456	-0.27826321	0.87605	-0.4996602	0.0816
SDSL	0.15346256	0.87605	0.0963528	0.619
BICDL1	0.26739563	0.87605	0.5237722	0.0594
COX6A1	0.14683688	0.87605	0.0733209	0.595
MTRFR	0.04837643	0.87605	-0.0404416	0.594
ZNF891	-0.08313383	0.87605	-0.0558703	0.476
LOC105370108	0.50398801	0.87605	0.4900247	0.385
TNFRSF19	-0.2674387	0.87605	-0.584299	0.0425
USP12	-0.05497106	0.87605	-0.0565837	0.353
LOC105370181	-0.27082301	0.87605	-0.150882	0.663
KCTD4	0.11281991	0.87605	0.1634705	0.181
LCP1	0.15066718	0.87605	0.309484	0.0283
MED4	0.06612623	0.87605	0.0819023	0.134
RB1-DT	-0.15580382	0.87605	-0.4195792	0.0133
FNDC3A	-0.0520305	0.87605	0.035584	0.601
FBXL3	-0.065964	0.87605	-0.0543885	0.468
MYCBP2-AS1	-0.07971332	0.87605	-0.1157487	0.164
PCCA-DT	-0.11562933	0.87605	-0.0630561	0.641
FGF14	0.26310589	0.87605	0.6296754	0.0321
LOC112268109	0.11702854	0.87605	0.0722612	0.631
LIG4	-0.07720445	0.87605	-0.1007575	0.22
NAXD	-0.0728588	0.87605	-0.128231	0.138
RNASE6	0.2429896	0.87605	0.5712201	0.0127
LOC107984643	-0.08844227	0.87605	-0.1149356	0.252
MRPL52	0.11741621	0.87605	0.1333134	0.238
MMP14	0.13455925	0.87605	0.4369117	0.0189
PABPN1	0.0490703	0.87605	-0.0112663	0.881
FBXO33	-0.05144748	0.87605	0.0321253	0.656
MGAT2	0.0652423	0.87605	0.2127641	0.00178
KLHDC1	-0.0885669	0.87605	-0.2029738	0.0611
NEMF	-0.04222412	0.87605	-0.049247	0.178
PYGL	0.07006917	0.87605	0.2096965	0.023
NID2	-0.12446371	0.87605	-0.1431698	0.334
GPR137C	0.14891614	0.87605	0.0788466	0.663
LOC101927756	-0.14264014	0.87605	0.2766186	0.0954
HSPA2-AS1	-0.10030194	0.87605	0.0627838	0.638
LOC100506321	-0.07127142	0.87605	-0.0268291	0.794
LOC100289511	-0.05096287	0.87605	-0.2728342	1.93e-05
LOC105370557	-0.1189129	0.87605	-0.1389988	0.237
LINC01147	-0.11542607	0.87605	-0.0816577	0.562
HISLA	-0.09182599	0.87605	0.0371066	0.781
EML5	-0.06257478	0.87605	0.0062884	0.935
LYSET	0.10832834	0.87605	0.2502364	0.00634
DICER1	-0.05174469	0.87605	-0.0114477	0.861
PPP1R13B	-0.03982146	0.87605	-0.0713951	0.0922
IGHV3-21	-0.44131925	0.87605	-0.1131342	0.847
SNORD116-20	0.21338051	0.87605	-0.323117	0.162
LOC105370780	0.28818365	0.87605	0.4818311	0.0988
C15orf62	-0.12830694	0.87605	-0.331408	0.0108
CHP1	-0.0601453	0.87605	-0.0939019	0.302
PLA2G4B	-0.09624859	0.87605	-0.2999181	0.000734
LOC112268150	0.11237058	0.87605	-0.0116758	0.949
PRTG	0.17804334	0.87605	0.4024288	0.0608
LOC102724938	-0.33422124	0.87605	-0.0092123	0.985
DAPK2	0.21273622	0.87605	-0.1073993	0.577
RPLP1	0.15338498	0.87605	0.0110845	0.96
DRAIC	0.21193508	0.87605	0.067904	0.849
HEXA	0.04890742	0.87605	0.1097769	0.0798
LOXL1	0.37089129	0.87605	1.1537513	0.00196
ULK3	0.10204966	0.87605	0.0321822	0.762
UBE2Q2	0.14653058	0.87605	0.3947269	0.0104
SCAPER	-0.07859147	0.87605	-0.2556288	0.00135
PEAK1	0.05172229	0.87605	0.1753574	0.0168
STARD5	-0.14943327	0.87605	-0.0522456	0.795
FANCI	0.09697333	0.87605	0.2422653	0.0156
LOC112268153	0.22722297	0.87605	0.032862	0.927
AP3S2	0.06933569	0.87605	-0.1163772	0.126
LOC112268163	-0.08846179	0.87605	-0.1673798	0.11
SV2B	0.47874912	0.87605	0.1062607	0.886
DNM1P46	0.20277291	0.87605	-0.1935688	0.407
SELENOS	0.08304077	0.87605	0.2094745	0.00774
WASH3P	0.08189356	0.87605	-0.1610364	0.0464
UQCC4	0.12038219	0.87605	0.0463461	0.722
CCNF	0.10409902	0.87605	0.0234735	0.891
SRRM2-AS1	-0.16349087	0.87605	-0.2471472	0.18
CASP16P	0.16503213	0.87605	-0.1734645	0.417
CREBBP	-0.09172352	0.87605	-0.0872598	0.405
HMOX2	0.11520426	0.87605	0.0593041	0.668
NUDT16L1	0.09517362	0.87605	0.1686703	0.139
MARF1	-0.04788848	0.87605	-0.1103102	0.011
COQ7	0.0501195	0.87605	-0.0486099	0.463
IQCK	0.14889563	0.87605	0.2255058	0.17
KDM8	0.16127002	0.87605	0.0598058	0.822
IL4R	-0.11298877	0.87605	-0.1474198	0.238
SH2B1	0.08053662	0.87605	-0.0622134	0.536
SLX1B	0.11208218	0.87605	0.0473638	0.771
SLX1A	0.11248703	0.87605	0.0309286	0.857
LOC105371251	-0.12011289	0.87605	-0.1446368	0.282
AMFR	0.06354903	0.87605	0.0448835	0.544
CIAO2B	0.13797522	0.87605	0.1287617	0.304
TMEM208	0.11652292	0.87605	-0.0133011	0.929
TSNAXIP1	-0.12397201	0.87605	-0.1592914	0.24
SLC12A4	0.07759475	0.87605	0.0405395	0.614
CDH1	0.09863898	0.87605	0.1766002	0.104
PDF	0.05847997	0.87605	-0.0029026	0.976
CHST4	0.32712407	0.87605	0.259972	0.577
PHLPP2	0.08503507	0.87605	0.1597977	0.0811
PKD1L3	-0.15483318	0.87605	-0.1981428	0.24
LOC105371372	-0.21504158	0.87605	-0.4157778	0.0963
ATP2C2	-0.16305173	0.87605	-0.1962343	0.311
APRT	0.14314965	0.87605	0.0334412	0.837
SPG7	-0.06953834	0.87605	-0.2194986	0.00085
LOC107987240	0.18031385	0.87605	0.1474672	0.563
MIR22HG	0.11023349	0.87605	0.2659109	0.0349
MINK1	-0.06572994	0.87605	-0.0837212	0.282
C17orf49	0.10351001	0.87605	0.084757	0.358
MPDU1	0.10104588	0.87605	0.064087	0.526
CHD3	0.11566189	0.87605	0.1677871	0.281
MYH10	-0.08491786	0.87605	-0.0335203	0.786
LOC102724262	-0.11839148	0.87605	-0.1731591	0.173
LOC105371529	-0.19639281	0.87605	-0.4591203	0.0258
TRPV2	0.14016787	0.87605	0.3148468	0.0141
LOC105371554	-0.12520674	0.87605	-0.2286434	0.135
TOM1L2	0.08051924	0.87605	-0.0470714	0.534
GID4	-0.05926179	0.87605	-0.0584449	0.444
GRAP	0.12052861	0.87605	0.010805	0.949
SNORD3B-1	0.22476212	0.87605	-0.2341766	0.343
SNORD3A	0.21830943	0.87605	-0.2176751	0.389
LINC02693	-0.19857356	0.87605	-0.1543475	0.471
LGALS9	0.12826084	0.87605	0.4338744	0.00606
CRYBA1	-0.13412854	0.87605	-0.1377335	0.407
CCT6B	-0.11631159	0.87605	-0.22997	0.0408
LIG3	-0.04832487	0.87605	-0.0453085	0.41
RFFL	-0.05961362	0.87605	0.0011829	0.989
CCL5	0.22773454	0.87605	0.260357	0.237
LOC101929950	-0.10289186	0.87605	-0.0709215	0.528
CDK12	-0.05327316	0.87605	0.0089835	0.918
FKBP10	0.1481675	0.87605	0.4767964	0.019
VPS25	0.09652057	0.87605	0.1252576	0.175
VAT1	0.07185676	0.87605	0.0598516	0.486
UBE2Z	0.0513965	0.87605	0.1835187	0.00288
KAT7	-0.05173299	0.87605	-0.1826459	0.000233
SAMD14	-0.09097776	0.87605	-0.234457	0.0158
SPATA20	0.1398656	0.87605	0.0053418	0.978
TOM1L1	-0.07143321	0.87605	-0.0938026	0.262
PPM1E	-0.17017025	0.87605	-0.4484106	0.0112
PRR11	0.13745425	0.87605	0.3092904	0.0562
HEATR6	-0.05371683	0.87605	0.0047581	0.957
ARHGAP27P1-BPTFP1-KPNA2P3	-0.06785054	0.87605	-0.0025113	0.983
MIR4524B	-0.16628419	0.87605	-0.4335421	0.00587
SLC9A3R1-AS1	-0.14560984	0.87605	-0.1252111	0.516
CYGB	0.1937945	0.87605	0.17	0.447
TEPSIN	-0.08116588	0.87605	-0.1377265	0.104
L3MBTL4	-0.09243058	0.87605	-0.1506948	0.0999
PIEZO2	0.1207429	0.87605	0.1664627	0.198
CABLES1	-0.0936297	0.87605	0.0273622	0.846
RIOK3	0.05679917	0.87605	0.1233821	0.0427
TCF4	0.11366094	0.87605	0.177432	0.264
WDR7-OT1	0.1613536	0.87605	0.1036219	0.628
PTGR3	-0.06678745	0.87605	-0.1373151	0.0522
RNU6-9	0.23434835	0.87605	0.3284891	0.167
EFNA2	0.19075722	0.87605	-0.0621064	0.79
PWWP3A	-0.07936305	0.87605	-0.2332599	0.00295
PCSK4	-0.13381242	0.87605	-0.31343	0.0515
APBA3	0.08922623	0.87605	-0.0095188	0.935
MICOS13	0.14894284	0.87605	0.0250312	0.879
MYO1F	0.09680459	0.87605	0.1287206	0.269
PIN1	0.09702244	0.87605	0.0695593	0.511
TYK2	-0.06402965	0.87605	-0.0818477	0.18
KRI1	0.08270204	0.87605	-0.0607624	0.522
RGL3	-0.07607576	0.87605	-0.1598799	0.0573
ZNF653	-0.12522837	0.87605	0.0396024	0.806
ZNF833P	0.14627569	0.87605	-0.156422	0.357
WDR83OS	0.13778985	0.87605	0.0009105	0.996
ABHD8	0.11922201	0.87605	0.0078777	0.965
RPL18A	0.15984244	0.87605	0.0757037	0.654
CRTC1	-0.10750465	0.87605	-0.0487837	0.726
ZNF66	0.11923915	0.87605	0.1430918	0.358
ZNF429	-0.09517176	0.87605	-0.2119633	0.0428
GRAMD1A	0.098995	0.87605	0.1595182	0.22
KMT2B	-0.11311226	0.87605	-0.1657367	0.133
ZFP82	0.17898106	0.87605	0.3422211	0.0627
ZNF383	-0.06928474	0.87605	-0.1049586	0.0787
HNRNPL	0.04816033	0.87605	-0.0059454	0.942
CYP2A13	0.24104636	0.87605	-0.1711695	0.496
SNRPD2	0.13449082	0.87605	0.105482	0.416
CCDC8	0.24502914	0.87605	0.4409187	0.15
PRR12	-0.15364032	0.87605	-0.0391805	0.859
ATF5	0.15694377	0.87605	0.0681246	0.755
FPR3	0.19336749	0.87605	0.6722698	0.00052
CCDC106	-0.11855594	0.87605	0.0070415	0.961
ZNF460	-0.04165487	0.87605	-0.0202813	0.695
ZNF551	-0.07695219	0.87605	-0.2100811	0.0175
NSFL1C	0.04658353	0.87605	0.0979691	0.0646
SIRPB1	0.13753289	0.87605	0.3040896	0.0368
CENPB	0.10201443	0.87605	0.042606	0.689
AP5S1	0.07027575	0.87605	0.0241157	0.788
LINC00654	0.14107592	0.87605	0.0678744	0.73
BTBD3	0.0627385	0.87605	0.0442937	0.611
RRBP1	-0.10328133	0.87605	-0.0854974	0.488
CRNKL1	-0.04762706	0.87605	-0.0199843	0.749
NAPB	-0.05328638	0.87605	-0.0732636	0.329
DYNLRB1	0.08615907	0.87605	0.1298189	0.0789
MMP24OS	0.10322695	0.87605	0.0074258	0.96
NNAT	-0.11917768	0.87605	-0.1873808	0.129
ACOT8	0.08632773	0.87605	-0.0965474	0.259
PREX1	0.08494253	0.87605	0.2190951	0.0398
MOCS3	-0.05138515	0.87605	-0.0892378	0.171
ATP9A	0.09908486	0.87605	0.2911848	0.00138
RTF2	0.06405576	0.87605	0.0217907	0.791
SLC2A4RG	0.10140833	0.87605	-0.1149204	0.408
TEKT4P2	-0.21099564	0.87605	-0.0902378	0.706
LOC107985487	-0.1606991	0.87605	-0.4014014	0.0183
KCNJ15	0.30709632	0.87605	-0.1555006	0.699
PDXK	0.08437288	0.87605	0.0045033	0.971
TSPEAR	-0.21043605	0.87605	-0.4748463	0.0469
MCM3AP-AS1	-0.08076582	0.87605	0.0248623	0.88
ZDHHC8	-0.109602	0.87605	-0.1035725	0.411
LOC105372862	0.2489847	0.87605	0.0764012	0.843
USP41	0.12981956	0.87605	0.5017266	0.0209
YPEL1	-0.07625373	0.87605	-0.1105283	0.226
IGLV3-25	0.34675107	0.87605	0.2705881	0.541
IGLJ2	0.37616993	0.87605	0.1248748	0.81
RGL4	-0.07877287	0.87605	-0.1718042	0.029
POM121L9P	0.21949574	0.87605	0.5351085	0.017
TFIP11-DT	-0.13751121	0.87605	-0.2562985	0.0903
TTC28-AS1	-0.07668715	0.87605	-0.0740703	0.562
XBP1	0.07890857	0.87605	0.1029237	0.274
HORMAD2-AS1	-0.19711191	0.87605	-0.3056343	0.227
DUSP18	0.12998883	0.87605	0.2903253	0.0396
RBFOX2	-0.04610912	0.87605	-0.1135126	0.0497
TST	0.11031559	0.87605	-0.0486884	0.757
KCTD17	0.15286768	0.87605	0.1942181	0.332
MFNG	0.1073568	0.87605	0.0585332	0.6
BAIAP2L2	0.22215031	0.87605	0.1679684	0.514
LOC105373030	0.22431314	0.87605	0.1036483	0.744
XPNPEP3	-0.04980773	0.87605	-0.1218812	0.0443
PHETA2	0.14211629	0.87605	0.2046198	0.258
LOC105373077	0.12895812	0.87605	-0.0161071	0.937
BRD1	-0.06574622	0.87605	-0.1500912	0.022
RABL2B	-0.05201755	0.87605	-0.069208	0.349
HCCS	0.080767	0.87605	0.2423481	0.00484
ARHGAP6	0.19050028	0.87605	-0.0058493	0.983
TRAPPC2	0.08209788	0.87605	0.0665961	0.474
ACE2	0.24985206	0.87605	0.2027256	0.486
PHKA2-AS1	-0.07924747	0.87605	-0.096965	0.301
SAT1	-0.07316048	0.87605	-0.0920432	0.139
LOC105373154	-0.15537372	0.87605	-0.3561931	0.03
JADE3	-0.06930543	0.87605	-0.0914915	0.247
CDK16	0.0854377	0.87605	0.1312555	0.0731
EBP	0.1729305	0.87605	0.016282	0.957
CCDC22	0.08202118	0.87605	0.0084662	0.945
CCNB3	-0.15485049	0.87605	-0.1545674	0.334
GSPT2	0.06168098	0.87605	-0.0366086	0.63
TSR2	0.05563873	0.87605	-0.066942	0.241
NONO	-0.03886442	0.87605	-0.0748957	0.0375
PIN4	0.12241747	0.87605	0.1061226	0.408
PGAM4	0.10182448	0.87605	0.1395441	0.176
HDX	0.10371608	0.87605	0.346037	0.0089
ARMCX3	0.10380683	0.87605	0.2792167	0.00966
MORF4L2	0.07398685	0.87605	0.2078089	0.00606
DANT2	-0.08841849	0.87605	-0.2620329	0.0108
SEPTIN6	0.09680499	0.87605	0.2589531	0.00271
SASH3	0.14871084	0.87605	0.2964813	0.0346
UBL4A	0.09387016	0.87605	0.018936	0.889
TMEM51-AS2	0.15639825	0.87611	0.255448	0.191
SEMA4A	0.15389685	0.87611	0.2945997	0.0683
CHIT1	-0.696631	0.87611	-0.4658985	0.585
C4BPA	-0.09848456	0.87611	-0.1871185	0.0825
TRIB2	0.07181124	0.87611	0.1592841	0.08
LOC107985874	-0.15038885	0.87611	-0.1431503	0.385
INO80B-WBP1	0.08665843	0.87611	-0.0634388	0.478
MYD88	0.11608263	0.87611	0.2537267	0.102
ZNF148	-0.05043682	0.87611	0.0127131	0.846
APBB2	-0.06892748	0.87611	0.020956	0.797
CTC-338M12.4	-0.08736177	0.87611	-0.1084259	0.276
MOCS1	-0.09894072	0.87611	-0.3555362	0.000499
SSNA1	0.11403902	0.87611	0.0318899	0.815
AVPI1	-0.11304455	0.87611	-0.1155712	0.419
SFR1	0.11769561	0.87611	0.232518	0.0376
CLECL1P	0.238783	0.87611	0.3180376	0.259
GRIP1	-0.14879494	0.87611	-0.2005665	0.249
CDC16	-0.06158592	0.87611	0.1122837	0.103
PTPN21	-0.07455992	0.87611	0.0162507	0.871
EMC7	0.08123052	0.87611	0.1553444	0.0642
SRP14	0.09038422	0.87611	0.1189846	0.197
CLPP	-0.10087455	0.87611	-0.166766	0.128
PDE4A	0.16891415	0.87611	0.5312296	0.012
GPI	0.10323056	0.87611	0.3103801	0.0255
SLC35E4	0.17727977	0.87611	0.1187177	0.551
NCF4	0.15132797	0.87611	0.2340627	0.201
LOC105373304	0.16273209	0.87611	-0.0001931	0.999
LOC107984702	-0.12837598	0.87614	-0.1808337	0.238
HNRNPA1P10	0.09433878	0.87628	-0.0264839	0.856
FAT1	0.23476662	0.8765	0.6430038	0.00484
ZNF738	0.11942678	0.8765	0.2405358	0.142
LINC00115	-0.10599486	0.8765	-0.2660575	0.0236
NADK	0.08142575	0.8765	0.002508	0.985
RNF207	-0.08815998	0.8765	0.0219469	0.852
PHF13	0.08996232	0.8765	0.0695565	0.616
ENO1	0.08413704	0.8765	0.1456214	0.131
SLC25A33	0.14810676	0.8765	0.6434043	0.00144
RCC2	0.07103415	0.8765	0.2381304	0.00415
AHDC1	-0.13227854	0.8765	-0.1746723	0.262
ZCCHC17	0.07933162	0.8765	0.0557613	0.544
TXLNA	0.06981134	0.8765	0.1245504	0.095
MARCKSL1	0.11914895	0.8765	0.242578	0.119
MEAF6	0.08825105	0.8765	0.3840586	0.000123
MFSD2A	0.2068374	0.8765	0.0220837	0.949
ZFP69B	0.10934635	0.8765	0.4498731	0.000399
MED8	0.06038108	0.8765	0.1011102	0.148
FOXD2-AS1	0.15750427	0.8765	0.0803462	0.717
MROH7	-0.27278987	0.8765	-1.0080849	0.00039
LOC105378745	-0.13913595	0.8765	-0.4802632	0.0054
DAB1	-0.11287834	0.8765	-0.2951914	0.0345
IL12RB2	-0.08387203	0.8765	-0.3114196	0.00482
LINC01362	-0.17875735	0.8765	-0.179129	0.399
LRRC8B	0.08358608	0.8765	0.0951783	0.404
SLC44A3-AS1	0.20187178	0.8765	0.4483739	0.0984
TLCD4	-0.09417473	0.8765	-0.1090033	0.366
GPR88	-0.39403494	0.8765	-0.7007444	0.144
HENMT1	0.12214928	0.8765	0.2914398	0.0684
TBX15	0.21500036	0.8765	0.3637248	0.201
HSD3B1	0.38048498	0.8765	0.0178575	0.976
H4C14	0.14394118	0.8765	0.2479009	0.092
PIP5K1A	-0.04344737	0.8765	0.0332157	0.526
S100A8	0.28272762	0.8765	0.4748399	0.147
THBS3	-0.0763045	0.8765	-0.2862746	0.000564
LOC105371729	-0.12123804	0.8765	0.0753427	0.622
PEX19	-0.05769849	0.8765	-0.1086455	0.119
KLHDC9	-0.12766902	0.8765	-0.0840948	0.499
LOC107985221	-0.222029	0.8765	-0.1401673	0.595
LOC105371611	-0.12280245	0.8765	-0.0615057	0.732
TOR1AIP2	-0.06535853	0.8765	-0.0528352	0.501
APOBEC4	0.16609812	0.8765	0.1770877	0.397
ZNF281	-0.06637573	0.8765	-0.1036845	0.189
RNPEP	-0.08174046	0.8765	0.0107325	0.934
CD34	0.248914	0.8765	0.4568357	0.186
DISC1	0.08058925	0.8765	0.1351789	0.285
MAP10	-0.11113023	0.8765	-0.0260679	0.873
LINC02768	-0.156899	0.8765	-0.2968911	0.129
ADSS2	-0.06222292	0.8765	0.083087	0.26
LOC102724562	-0.15523836	0.8765	-0.2781033	0.0723
EIPR1	-0.08759106	0.8765	-0.0813015	0.515
ADI1	-0.10796166	0.8765	-0.190566	0.16
FAM228B	-0.09597732	0.8765	0.1422165	0.282
ADCY3	0.08429194	0.8765	0.1247356	0.314
MAPRE3	0.08456825	0.8765	-0.0460471	0.708
SUPT7L	0.02991608	0.8765	0.0026587	0.957
LOC100505716	-0.07467752	0.8765	-0.0863651	0.376
LOC107985873	-0.06890716	0.8765	-0.0737125	0.324
NRXN1	-0.4437714	0.8765	-1.2005517	0.0205
GPR75	-0.09377651	0.8765	-0.0857055	0.533
ARHGAP25	0.094554	0.8765	0.1836688	0.114
GMCL1	-0.0720095	0.8765	-0.0315113	0.688
LOC105374853	-0.15679234	0.8765	-0.0657928	0.712
IGKV1-5	0.38965742	0.8765	0.2497624	0.605
LINC01106	0.14442072	0.8765	0.1565149	0.404
ACOXL	0.13973144	0.8765	-0.1098905	0.626
RPL23AP7	0.09596132	0.8765	0.1640841	0.199
TMEM37	0.09185399	0.8765	-0.0239118	0.879
IWS1	-0.04764655	0.8765	-0.0748228	0.25
ARHGEF4	-0.05483205	0.8765	-0.0908081	0.13
LOC105373682	0.15152663	0.8765	0.0911104	0.652
LOC107985957	-0.09361722	0.8765	-0.0150319	0.932
H3P6	0.09316849	0.8765	0.2059596	0.0134
PDE11A	0.25284893	0.8765	0.1620291	0.644
WDR75	-0.04168041	0.8765	0.0321322	0.576
RFTN2	0.09195857	0.8765	0.2241309	0.0993
FTCDNL1	-0.07455165	0.8765	-0.2871636	0.00791
METTL21A	-0.07320954	0.8765	0.0987308	0.21
UGT1A8	-0.10383735	0.8765	-0.089658	0.549
MLPH	-0.10370816	0.8765	-0.1515712	0.263
LOC107986003	-0.07582985	0.8765	-0.1364936	0.0954
LOC105373975	-0.1447972	0.8765	-0.1223665	0.444
CHL1	0.55955509	0.8765	-0.7740322	0.189
SRGAP3	-0.09960473	0.8765	0.0003279	0.999
ATP2B2	-0.0965482	0.8765	-0.1306603	0.369
RAF1	-0.04362925	0.8765	-0.0630197	0.303
ANKRD28	-0.05880188	0.8765	-0.1323878	0.0364
LOC107986064	-0.12222235	0.8765	-0.2033441	0.194
THRB-AS2	-0.11629812	0.8765	-0.2373899	0.12
LOC107986013	0.10593753	0.8765	0.0033773	0.986
GASK1A	0.13884047	0.8765	-0.0632385	0.786
KIF9-AS1	-0.09048866	0.8765	-0.1198631	0.202
NME6	0.05655376	0.8765	0.1495108	0.0171
TCTA	0.08041667	0.8765	0.0345718	0.701
SEMA3F	0.10245298	0.8765	-0.0618116	0.644
RASSF1	0.08793404	0.8765	-0.0095322	0.936
ABHD14A	0.11351629	0.8765	0.0149717	0.909
POC1A	0.10697252	0.8765	0.1387209	0.274
SFMBT1	-0.05727086	0.8765	-0.0926329	0.143
THOC7-AS1	0.11075051	0.8765	0.0005828	0.998
PSMD6-AS2	-0.06638972	0.8765	-0.1818893	0.0462
GSK3B	-0.05581123	0.8765	-0.0064091	0.939
LRRC58	-0.06782143	0.8765	0.0375978	0.651
SLC41A3	0.07305428	0.8765	0.1119757	0.2
SLC41A3-AS1	-0.19339298	0.8765	-0.0073804	0.983
LOC105374083	-0.19112291	0.8765	-0.3405802	0.178
CHST13	0.09814436	0.8765	0.0948412	0.569
ABTB1	0.09374889	0.8765	-0.0708472	0.569
MGLL	0.11548653	0.8765	0.1372014	0.34
TMCC1-DT	0.09833082	0.8765	0.2127757	0.0786
PIK3R4	-0.0694419	0.8765	-0.0814206	0.333
RYK	-0.04123949	0.8765	0.0531897	0.334
SLC33A1	-0.07737321	0.8765	0.114474	0.255
MYNN	-0.04121146	0.8765	-0.0033758	0.96
LRRC31	0.18666568	0.8765	0.363892	0.129
KCNMB3	-0.10127145	0.8765	-0.1822212	0.0626
LINC00888	0.16786328	0.8765	0.10277	0.629
LOC105374270	0.23513176	0.8765	-0.0926684	0.812
OSTN-AS1	0.24374036	0.8765	0.2325109	0.481
CEP19	0.13816675	0.8765	0.2255106	0.17
NCBP2AS2	0.0976416	0.8765	0.0536049	0.666
MYL5	0.11810929	0.8765	-0.0340971	0.826
RGS12	-0.09661997	0.8765	-0.1339064	0.256
TAPT1-AS1	-0.0765296	0.8765	-0.2113937	0.0299
TBC1D19	0.06659005	0.8765	0.0402481	0.715
TEC	-0.08142982	0.8765	-0.2255901	0.0361
OCIAD2	0.1369278	0.8765	0.2199865	0.0642
DANCR	-0.1164443	0.8765	-0.2914513	0.0573
LOC102724780	-0.21870557	0.8765	-0.2518291	0.306
SHROOM3	0.08314879	0.8765	-0.0047675	0.965
SOWAHB	-0.07121217	0.8765	-0.1200262	0.269
MANBA	-0.04882589	0.8765	0.0273095	0.686
