Symbol	Inflammation_1_v_Control	Inflammation_1_v_Control_pvalue	Inflammation_2_v_Control	Inflammation_2_v_Control_pvalue
LOC101927723	0.29947874	0.259	0.50322109	0.0589
FAM241B	0.61679086	0.259		
GET3	0.24173528	0.259	0.44976725	0.0784
ZNF576	0.13780867	0.259	0.26044477	0.144
NFIA	-0.12836954	0.259	-0.31363712	0.0385
ASL	-0.18418726	0.259	-0.271028	0.227
RAD52	-0.11104115	0.259	-0.18622848	0.077
DHX8	0.13074655	0.259	0.18583624	0.0741
ASIC5	0.49336331	0.26	0.69351834	0.048
LOC105379011	-0.38488672	0.26	-0.98998465	0.0247
ANXA8L1	0.84233882	0.26	1.12762538	0.112
VARS1	0.1568411	0.26	0.17933272	0.209
PSAP	0.13589716	0.26	0.20426389	0.156
IGHV4-61	0.78846424	0.26	1.29161388	0.055
PHYKPL	0.13792318	0.26	0.07946955	0.683
BDNF-AS	-0.21221002	0.26	-0.3336031	0.163
RAB5C	0.16717044	0.26	0.26322038	0.15
KLF16	0.33996635	0.26	0.36499203	0.217
PDCD2L	0.2680402	0.26	0.41687583	0.0899
TGFB1	0.28023445	0.26	0.47577153	0.0573
EMX1	-0.43749513	0.26	-0.76722345	0.11
SLC51A	-0.40645499	0.26	0.09423138	0.845
NRN1	-0.26323867	0.26	-0.26049368	0.492
NKAIN2	-0.38753639	0.26	-0.62998334	0.0992
STAT6	-0.13169567	0.26	-0.10066217	0.338
ERMAP	-0.12669987	0.26	-0.17584962	0.109
SEPTIN7P13	-0.16573687	0.26	-0.24242311	0.0926
PLAT	-0.47647049	0.26	-0.01817568	0.981
SNRNP70	-0.14975819	0.26	-0.31386834	0.0418
LOC101927764	-0.24042927	0.26	-0.44106842	0.18
LOC107986847	-0.21618343	0.26	-0.23279282	0.291
LOC105374339	0.41946502	0.26	0.13447391	0.828
LHFPL4	-0.69296121	0.26		
LOC100128253	-0.68185285	0.26		
RB1-DT	-0.32374277	0.26	-0.6292312	0.0712
SLF2	-0.08895375	0.261	-0.07498226	0.531
HYOU1	0.30212871	0.261	0.53003328	0.0741
LOC105371632	-0.49896711	0.261	-0.79799556	0.0748
MRFAP1	0.11877184	0.261	0.16203863	0.0893
TNRC18P1	-0.27206896	0.261	-0.33836633	0.195
LINC02039	-0.60710356	0.261		
KAZALD1	0.45239876	0.261	0.24535618	0.608
NPEPPSP1	-0.17720721	0.261	-0.16635722	0.35
RTTN	-0.22205466	0.261	-0.46991719	0.0344
CSTB	0.33987755	0.261	0.68560515	0.0202
SLFN12	0.2391412	0.262	0.60044945	0.0999
LOC101928589	0.32381779	0.262	0.48114005	0.149
LOC107985203	-0.34458347	0.262	-0.73588888	0.0453
LOC107985373	-0.25263857	0.262	-0.50163773	0.0159
ATG3	0.15516995	0.262	0.1988184	0.185
LOC105377524	-0.27467937	0.262	-0.65845705	0.0543
AGGF1	0.08121383	0.262	0.06333434	0.55
FBXO38-DT	-0.28071787	0.262	-0.45245466	0.115
LOC105375087	-0.39102687	0.262	0.12631761	0.857
LOC107986787	-0.37785939	0.262	-0.44246193	0.276
LOC105375336	-0.30638071	0.262	-0.28842013	0.417
NSMAF	0.14122736	0.262	0.264532	0.117
FAM135B	0.65197183	0.262		
KLF4	0.39324071	0.262	0.60410802	0.104
TOR1A	0.15475004	0.262	0.19572593	0.074
TCTN3	0.16165818	0.262	0.26481646	0.0643
SMARCD1	0.1150707	0.262	0.13818879	0.436
LOC105370198	0.55306497	0.262		
MEGF11	-0.12231805	0.262	-0.1417734	0.152
SERTAD3	0.23150673	0.262	0.39462708	0.1
SOX13	-0.1641489	0.262	-0.4070114	0.0438
ZNF514	-0.21038165	0.262	-0.27059094	0.199
LOC100507346	-0.33424766	0.262	-0.32118817	0.444
GAPDH	0.3210937	0.262	0.36039068	0.124
ZMAT1	-0.17674464	0.262	-0.30762452	0.0781
MIOS	-0.11330025	0.262	-0.15642144	0.23
FRAT2	0.2142274	0.262	0.33862151	0.107
TEAD4	0.45445753	0.262	0.66198839	0.166
TXNL4A	0.17900602	0.262	0.24029976	0.137
TMX2	0.16615163	0.262	0.2334553	0.203
LOC730098	-0.26800693	0.262	-0.3410426	0.223
LOC105369552	-0.46613312	0.262	-0.44491108	0.426
FEZ2	0.41371069	0.262	0.16757211	0.46
PARP12	0.30921607	0.263	0.31854608	0.0643
PELI3	-0.17777912	0.263	-0.27889545	0.223
LOC107985487	-0.33956383	0.263	-0.36960969	0.258
LOC101928152	0.34911789	0.263	0.86667301	0.0503
PLSCR3	0.22089862	0.263	0.35729708	0.214
PIK3R5	0.23399446	0.263	0.50323708	0.0815
ZC3H11C	-0.11430032	0.263	-0.16251646	0.0591
B3GAT2	0.11608702	0.263	0.17923765	0.14
PRANCR	-0.21920484	0.263	-0.35303912	0.138
N4BP2L1	-0.18183679	0.263	-0.27828501	0.398
GGCT	0.1792061	0.263	0.30292362	0.0967
SPEF2	-0.1783551	0.263	-0.01737328	0.957
GPR65	0.33707039	0.263	0.58724202	0.0873
HMCN1	0.25105078	0.263	0.28881933	0.101
FCAMR	0.62915033	0.263	0.52009894	0.459
PAK2	0.13673705	0.263	0.21803134	0.143
SLC22A4	-0.19936775	0.263	-0.30111451	0.0847
BICRAL	-0.11346302	0.263	-0.17382787	0.127
PIWIL4-AS1	0.34461878	0.263	0.83728526	0.0663
MPHOSPH6	0.21988562	0.263	0.47965538	0.0616
IGLV3-19	0.75851726	0.263	1.68567974	0.0445
LARP4	-0.10975005	0.264	-0.19790321	0.183
GRTP1-AS1	-0.23920048	0.264	-0.51673771	0.059
MYDGF	0.25936432	0.264	0.3613554	0.126
CCDST	0.60905515	0.264	0.62216542	0.266
TSN	0.08564688	0.264	0.12124024	0.304
UQCRQ	0.32772237	0.264	0.44557477	0.0658
PRKAG2-AS2	-0.31631293	0.264	-0.53993803	0.0874
PRPF18	-0.11807903	0.264	-0.16041803	0.139
STAMBPL1	0.26480354	0.264	0.63666152	0.0247
DRICH1	0.43204993	0.264	0.24161441	0.555
IGKJ4	0.85197174	0.264	1.37168322	0.043
NEU4	-0.3435707	0.264	-0.51441003	0.286
KBTBD11-AS1	-0.38433435	0.264	-0.81791182	0.0416
DDX11L5	-0.40450758	0.264		
PIP4K2C	0.13659883	0.264	0.19240834	0.11
FNTB	0.13046574	0.264	0.1453331	0.277
DDX19A	0.08624982	0.264	0.13769944	0.273
FBXO31	-0.18693139	0.264	-0.26570751	0.223
H1-1	0.36532722	0.264	0.56880606	0.12
SEPTIN7P9	-0.34171312	0.264	-0.50348046	0.139
LCK	0.36563151	0.264	0.89672886	0.0324
NBPF9	0.18395373	0.264	0.15991085	0.445
SNORD79	0.31217837	0.264	0.31445334	0.36
ACTA1	1.31360493	0.264		
TTC36	-0.23844545	0.264	-0.44614555	0.18
C1RL-AS1	-0.19329063	0.264	-0.36593792	0.0555
F8A1	0.21671447	0.264	0.16310422	0.47
PDIA3	0.14795886	0.264	0.21757181	0.146
CLEC5A	0.57083206	0.264	0.5708173	0.27
IRS1	-0.21182867	0.264	-0.42409837	0.0844
IYD	-0.23721716	0.264	-0.40359417	0.185
PANK1	-0.19913445	0.264	-0.13713437	0.673
OSMR	0.31550033	0.265	0.73861012	0.0607
IGHV4-4	0.9586488	0.265	1.60454034	0.027
AGAP1	-0.15500958	0.265	-0.19113171	0.181
RCL1	-0.18194485	0.265	-0.33298089	0.0951
EDNRB-AS1	0.44836187	0.265	0.55289733	0.201
AFDN	-0.14485221	0.265	-0.19326056	0.0371
AP4M1	0.19271375	0.265	0.35956643	0.153
OSGIN2	0.11596878	0.265	0.15531376	0.306
EIF4EBP2	-0.17393218	0.265	-0.21858847	0.359
TWF1	0.18600452	0.265	0.22017378	0.185
AXIN1	0.13303334	0.265	0.14474	0.351
ZNF207	-0.0640128	0.265	-0.08461961	0.177
PDE4A	0.42908458	0.265	0.62883494	0.0823
LOC101929609	0.28583795	0.265	0.27802314	0.246
ITIH1	-0.19687864	0.265	-0.33329132	0.133
LOC101927609	-0.36459898	0.265	-0.45490939	0.158
TSHR	-0.23620057	0.265	-0.48875905	0.0858
NKG7	0.34606385	0.265	0.64761299	0.0808
IGKV1D-33	0.71646568	0.266	1.2992709	0.0262
NEK10	-0.8067298	0.266	-0.9987238	0.0886
NEURL1B	0.2098571	0.266	0.49876332	0.0555
DNAJB9	0.26223786	0.266	0.40751185	0.0924
C16orf87	-0.18086909	0.266	-0.41125752	0.0132
LOC105375235	-0.24087559	0.266	-0.50087707	0.0189
LOC105376201	0.70927583	0.266		
LINC02027	-0.25252049	0.266	-0.3450788	0.211
GAL3ST4	0.51468328	0.266	0.81194946	0.128
INTS4	-0.10300138	0.266	-0.09356252	0.302
NPTXR	-0.55778381	0.266	-0.02274159	0.98
HAT1	0.14764539	0.266	0.26150664	0.104
SH2B3	0.2441906	0.266	0.2230288	0.243
FAM78A	0.28995406	0.266	0.56892744	0.0357
CD5	0.35615388	0.267	0.71769681	0.0852
PPP1R18	0.1957202	0.267	0.50267933	0.0536
GATAD1	-0.08524418	0.267	-0.15114026	0.0345
FOXP2	-0.19576377	0.267	-0.33624581	0.0427
KIAA2026	-0.10685151	0.267	-0.17228133	0.0431
CUL2	0.09494652	0.267	0.10512774	0.402
AJUBA-DT	-0.24665992	0.267	-0.33468381	0.182
ASB9	-0.51808578	0.267	-1.08014002	0.00284
MFSD13A	0.12281115	0.267	0.19269609	0.263
LOC105369305	-0.23469392	0.267	-0.31098196	0.115
PLD6	-0.22891626	0.267	-0.19275231	0.39
ULK4P2	-0.45471298	0.267		
MX1	0.56727832	0.267	0.73638258	0.171
ZNF879	-0.281989	0.267	-0.37582432	0.0702
GASAL1	0.48975692	0.267	0.6762131	0.136
PSTPIP1	0.3037999	0.267	0.58276742	0.0749
C2CD6	-0.29858956	0.267	-0.30869244	0.15
CSRNP1	0.2468606	0.267	0.41088654	0.107
MSL2	-0.1136103	0.267	-0.11321971	0.349
RPL39L	0.62516964	0.267	0.9113499	0.0507
PTTG1	0.64899493	0.267	1.18985226	0.0264
FOXN4	0.97241447	0.267	0.57914431	0.594
NDRG2	-0.24429778	0.267	-0.37507962	0.0631
IGHJ6	0.86603306	0.267	-0.02670716	0.982
IGLV1-50	0.82287566	0.267		
DCAF12	0.09094187	0.267	0.17472713	0.086
SUGT1P3	-0.25553469	0.267	-0.39294668	0.0994
NECAB1	-0.38937127	0.268	-0.03634356	0.947
SEMA5A	-0.22500909	0.268	-0.28417071	0.0672
FAM50B	-0.31883646	0.268	-0.36866377	0.281
GRN	0.18730382	0.268	0.3992367	0.0756
MIR6721	0.30389325	0.268	0.44604609	0.163
DDIT3	0.17847978	0.268	0.32228334	0.15
NOTUM	0.40129014	0.268	0.32059723	0.35
LOC101929200	-0.20418803	0.268	-0.33711802	0.202
LOC101929251	-0.27092271	0.268	-0.37507317	0.19
LOC344967	-0.28650118	0.268	-0.56029308	0.0758
MGC32805	-0.32932663	0.268	-0.39215969	0.188
CFAP69	-0.1911103	0.268	-0.23805172	0.279
LOC105376177	-0.4529333	0.268	-0.65163387	0.191
ACO2	0.22212758	0.268	0.2162236	0.111
F13B	-0.16414768	0.269	-0.31457697	0.203
LOC100506639	-0.15380021	0.269	-0.16944826	0.364
LOC105378698	0.28583529	0.269	0.31888216	0.293
LOC107985046	-0.28693146	0.269	-0.37787113	0.123
CD28	0.35512493	0.269	0.48049629	0.206
EYS	-0.15461842	0.269	-0.13483557	0.448
RHEB	0.16393576	0.269	0.21865657	0.234
RPS6KA4	0.1702169	0.269	0.26119016	0.183
IGLV1-36	0.96456158	0.269	1.17054872	0.127
LRRC7-AS1	0.58623577	0.269	0.54729153	0.42
H4C15	0.32453491	0.269	0.51912005	0.0387
RALA	0.12620582	0.269	0.2735008	0.155
MFSD5	0.16222637	0.269	0.30925996	0.0877
SNHG3	0.19903546	0.269	0.2953311	0.0721
NUTM2G	0.2619337	0.269	0.07273119	0.787
PSMB10	0.21492248	0.269	0.33785058	0.128
NARS1	0.13024091	0.269	0.1871142	0.119
AKAP8	-0.11080927	0.269	-0.16633348	0.14
IKBKG	0.21358466	0.269	0.33062446	0.175
LOC105375798	-0.35540339	0.269	-0.44098921	0.246
CCDC97	0.17318082	0.269	0.20254963	0.258
C1orf216	0.2338197	0.269	0.36588714	0.0661
G3BP2	0.11781207	0.269	0.12270658	0.381
RNF145	0.16349533	0.269	0.47999341	0.0386
CKAP2	0.35418755	0.269	0.44073467	0.193
SEPTIN7P14	-0.18297226	0.269	-0.23095804	0.252
ZSCAN18	-0.24542082	0.27	-0.3175847	0.167
SINHCAF	0.24521538	0.27	0.78351952	0.04
TNS2	-0.18530987	0.27	-0.31495809	0.197
LOC105371933	0.53421081	0.27		
APIP	0.23132526	0.27	0.37728575	0.0954
HNF1B	-0.24836287	0.271	0.0216431	0.969
MED8	0.12795941	0.271	0.25842787	0.0542
HYAL3	0.39528613	0.271	0.23030107	0.644
LOC101927942	0.37062042	0.271	0.45921292	0.248
KLF3	-0.11016613	0.271	-0.17373702	0.0976
FAF2	0.0814876	0.271	0.08720759	0.267
CREBL2	-0.11027813	0.271	-0.06482353	0.612
PLEKHA5	-0.14613737	0.271	-0.26309534	0.101
SNORA46	0.57960262	0.271	0.85735486	0.102
LINC00674	-0.08578073	0.271	-0.17559549	0.0162
LOC107985568	-0.25973833	0.271	-0.24043127	0.392
CD6	0.37780385	0.271	0.80959534	0.0524
UGDH	0.2711498	0.271	0.3149943	0.202
PMS2P5	-0.16880742	0.271	-0.25297693	0.187
LOC105372263	-0.47582794	0.271	-0.98482627	0.14
TMCO1-AS1	-0.32465654	0.271	-0.44817589	0.177
RAB10	0.10664098	0.271	0.20660661	0.111
H3C11	0.47378775	0.271	0.97817049	0.0224
INTS9	0.17658298	0.271	0.26618456	0.194
RNASEH2A	0.27554953	0.271	0.4562547	0.0553
ASMTL-AS1	-0.25858284	0.271	-0.42915141	0.0816
RHOXF2B	-0.40852897	0.271	-0.31383609	0.528
MOSPD1	0.19653855	0.271	0.49077518	0.132
DPPA4	-0.54786824	0.271	-1.06082627	0.0382
CDK14	-0.1159599	0.271	-0.19287907	0.0958
COMP	1.4686719	0.271		
LOC107984594	-0.40150029	0.271	-0.88398304	0.0508
LOC112267907	0.37116487	0.272	0.58371871	0.254
ZBTB41	-0.13300743	0.272	-0.08663856	0.658
CLASP1	-0.12221867	0.272	-0.17359556	0.0905
LOC105374739	-0.21350524	0.272	-0.31895367	0.184
LINC02919	-0.43371555	0.272	-0.88252302	0.0624
ACTB	0.18617859	0.272	0.38504913	0.104
LOC107986853	0.26971219	0.272	0.49431706	0.171
LOC105376704	-0.29501636	0.272	-0.54086454	0.118
PRRG2	0.37714539	0.272	0.12955249	0.769
LOC107985446	0.91476906	0.272		
LOC107984206	-0.55060813	0.272	-1.10258226	0.0789
TP53INP1	0.28837379	0.272	0.19455046	0.517
VAV2	0.15859683	0.272	0.0898728	0.63
PCGF5	-0.12653101	0.272	-0.20828941	0.164
SSC5D	0.56883505	0.273	0.71619605	0.175
VAMP8	0.28799049	0.273	0.48190278	0.0115
MICB-DT	0.45288041	0.273	0.48359996	0.372
KCTD12	0.29192358	0.273	0.8786144	0.06
ETAA1	-0.15790597	0.273	-0.11483004	0.584
DNAJB3	-0.29713228	0.273	-0.37207236	0.199
NFKBIZ	-0.22705098	0.273	-0.40596732	0.0241
CTSC	0.23667828	0.273	0.62382054	0.048
LOC105370500	-0.27420824	0.273	-0.53480139	0.0592
MAGEE1	0.4904202	0.273	0.85021411	0.0856
LOC105374812	-0.37248173	0.273	-0.16575702	0.691
GLRX2	0.20214229	0.273	0.34648676	0.0489
VAMP5	0.45342979	0.273	0.74562234	0.0265
SPOUT1	-0.14396983	0.273	-0.2648185	0.137
PCF11	-0.10153907	0.273	-0.16532365	0.0935
IL21R-AS1	0.47325519	0.273		
TRPM2	0.45172247	0.273	0.89360795	0.0717
ZNF862	-0.17196987	0.273	-0.18985855	0.186
CMPK2	0.3949167	0.273	0.36811559	0.322
LINC02584	-0.33823341	0.273	-0.40890262	0.417
LSM10	0.34361942	0.273	0.42777513	0.118
PGM1	-0.1610569	0.273	-0.34906753	0.167
LOC105370569	-0.17282761	0.274	-0.2688547	0.124
FHL3	0.31646374	0.274	0.71899374	0.0823
SYNE3	-0.26638695	0.274	-0.46930901	0.0399
STEEP1	0.17077743	0.274	0.28994828	0.0564
LINC00896	0.50653184	0.274	0.25929603	0.608
LINC01725	-0.26523193	0.274	-0.47461591	0.112
LRRC39	-0.17840727	0.274	-0.18175755	0.452
CDCP1	0.38624265	0.274	0.86422958	0.0442
FGFRL1	-0.19166902	0.274	-0.22701601	0.304
PDE5A	-0.17166431	0.274	-0.17490222	0.366
KLC2	0.27783005	0.274	0.43601683	0.154
SLC36A4	0.15546676	0.274	0.13851055	0.379
LINC02774	-0.44536325	0.274		
ZBTB16	-0.62521386	0.274	-0.8672981	0.068
NPIPB15	-0.50387765	0.274	-0.94768712	0.047
ASTE1	-0.10782814	0.275	-0.25987762	0.0276
TAPBP	0.19096994	0.275	0.20824058	0.308
CHRM5	-0.19653632	0.275	-0.39547569	0.0391
TMEM150B	0.66687598	0.275	0.77248835	0.12
ZNF34	-0.15553283	0.275	-0.27331633	0.119
FAM118B	0.13248959	0.275	0.17273644	0.412
CYP1A1	-0.94081156	0.275	-1.27291678	0.159
CENPB	0.17965031	0.275	0.19420164	0.429
MYBL2	0.63169692	0.275	1.24632292	0.0312
ERVK3-1	0.15296482	0.275	0.30962878	0.0195
LOC105378620	0.27977605	0.275	0.43638046	0.222
IGKV1D-17	0.88236923	0.275		
SNORD20	-0.39425093	0.275	-0.44139482	0.349
ADPRH	0.26815811	0.275	0.55752195	0.103
LOC105375245	-0.24011367	0.275	-0.54705463	0.024
CACNA2D1-AS1	0.84544884	0.275		
LINC02640	-0.49389536	0.275	-0.84224268	0.056
FAS-AS1	0.29326092	0.275	0.24153158	0.439
VPS54	-0.08821536	0.275	-0.14165574	0.191
NONO	-0.08021871	0.276	-0.0554655	0.477
EDF1	0.20051766	0.276	0.25070941	0.272
RASSF3	0.39449998	0.276	0.54247738	0.187
TUBA4B	0.57731449	0.276		
ZNF33A	-0.09527044	0.276	-0.20065482	0.0447
NDUFA8	0.25100207	0.276	0.30179473	0.109
CYP3A4	-0.48009539	0.276	-0.51321161	0.325
LOC100505918	-0.4889265	0.277	-0.88331838	0.0793
DNAH14	-0.1421143	0.277	-0.14657022	0.363
LOC105376933	0.46710038	0.277	0.80653226	0.0909
HDAC2-AS2	0.46847709	0.277	0.68889288	0.152
PHLDA1	0.2999357	0.277	0.85056644	0.0172
ALG13	-0.09679607	0.277	-0.07196996	0.552
TGFBI	0.26989636	0.277	0.61677463	0.014
IFI16	0.25427153	0.277	0.58096799	0.115
GDNF	0.73503144	0.277	1.70224131	0.0207
FADD	0.16536082	0.277	0.34752488	0.059
IL21R	0.4073239	0.277	0.6927306	0.116
CASP9	0.16683234	0.277	0.27591767	0.0671
LOC107986168	-0.32131066	0.277	-0.33769783	0.184
NKAIN3-IT1	-0.48016345	0.277	-1.20089435	0.0105
LOC107986963	0.33032068	0.277	0.05882231	0.886
LOC105371493	0.37142996	0.277	0.27360803	0.457
LOC107987150	-0.18478651	0.277	-0.29402578	0.147
CABYR	0.45975723	0.277	1.00817046	0.0503
TOE1	0.11762548	0.277	0.25423279	0.0344
YAE1	-0.16388218	0.277	-0.05393646	0.795
LGALSL-DT	-0.2571972	0.277	-0.38748183	0.0348
GDF11	-0.14057114	0.277	-0.14559277	0.436
THSD4-AS2	-0.32857636	0.278	-0.61885012	0.0356
GIPC2	-0.14803633	0.278	-0.30822297	0.0889
FARSB	0.11903675	0.278	0.16075159	0.288
CCDC39	-0.16343111	0.278	-0.21385389	0.396
FGFR3	-0.19943393	0.278	-0.26735559	0.192
LOC112268467	-0.21540053	0.278	-0.25888598	0.246
GOLGA5	0.10754626	0.278	0.15661792	0.188
PDE6G	0.4363496	0.278	0.4064905	0.404
ERCC1	0.169213	0.278	0.1844412	0.348
VRK3	0.12861625	0.278	0.13479595	0.445
RGN	-0.1489563	0.278	-0.22418643	0.501
CNOT11	0.07862378	0.278	0.12752962	0.143
LOC107985360	-0.18843302	0.278	-0.32599925	0.0543
LOC107986972	0.72305087	0.278		
AP5B1	0.21707697	0.278	0.20300209	0.328
SERPINE2	0.35167397	0.278	1.05123777	0.0327
SNRNP48	-0.14089121	0.278	-0.22962838	0.0647
LOC102723724	0.61170225	0.278	0.8700257	0.176
HDHD3	0.16727337	0.278	0.12402747	0.682
RPRD2	-0.11470899	0.278	-0.13628026	0.321
SEMA3F-AS1	-0.15959286	0.278	-0.25916995	0.0319
KATNAL2	-0.20010181	0.278	-0.31436799	0.0935
WBP2NL	-0.17313768	0.278	-0.27817008	0.15
LOC101928156	-0.56184249	0.278	-0.05359678	0.935
ZNF807P	-0.20153404	0.278	-0.33936998	0.164
MAEA	0.12210448	0.278	0.17600976	0.116
WNT4	0.43287626	0.278	0.82027911	0.06
MGC27382	-0.37007562	0.278	-0.69684316	0.0468
TRG-TCC2-6	0.55026008	0.278	1.37285746	0.0211
LOC105375567	-0.31855895	0.278	-0.46684626	0.0725
KCNS2	-0.34866466	0.278	-0.64602329	0.0538
LOC105376294	-0.45625231	0.278	-0.46569829	0.356
PRRG4	-0.19632414	0.278	-0.51417234	0.0386
RCBTB1	0.12820474	0.278	0.21200792	0.209
KRT23	1.19317721	0.278		
CDH19	-0.31016037	0.278	-0.16573792	0.666
UFL1	-0.1032062	0.279	-0.13697677	0.207
IGKV1-12	0.75766488	0.279	1.48491724	0.0329
FAF1	-0.07907115	0.279	-0.12338995	0.197
LOC107986603	-0.29631031	0.279	-0.552189	0.0507
LINC02656	-0.36171262	0.279	-0.68809019	0.103
LOC107985553	0.39757559	0.279	0.52988836	0.159
KLHDC8B	0.20628748	0.279	0.31090719	0.136
LOC107985367	0.19035883	0.279	0.11673827	0.612
LOC107984308	-0.4865556	0.279	-0.3336568	0.478
TLE2	-0.29752088	0.279	-0.47997989	0.0522
RXFP1	-0.35238048	0.279	-0.50862762	0.136
ARID4A	-0.13219028	0.28	-0.2405385	0.176
FAM8A1	-0.13294884	0.28	-0.27417357	0.0439
CYB5R2	-0.23801243	0.28	-0.33823555	0.197
ZACN	0.13189239	0.28	0.105156	0.523
FGF21	0.66786925	0.28	0.96318877	0.204
ABHD18	-0.1160159	0.28	-0.24856193	0.0636
ANOS1	0.5224457	0.28	0.60727864	0.266
PBLD	-0.1251822	0.28	-0.32465542	0.197
SLC44A1	-0.15874987	0.28	-0.22856732	0.178
ADGRE2	0.33981711	0.28	0.56780764	0.0906
PGAP6	0.16718707	0.28	0.22776548	0.305
LOC101927272	0.50011228	0.28		
LINC01673	-0.37841909	0.28	-0.40493338	0.326
LOC105374519	-0.2359398	0.28	-0.37072836	0.139
RHOBTB2	0.19069082	0.28	0.19971437	0.268
ARHGEF16	0.35318492	0.28	0.51487856	0.131
CXXC4	-0.35582876	0.28	-0.79964724	0.00507
RRAS	0.30094324	0.28	0.53787131	0.0955
IGLJ1	0.80220522	0.28	0.90614734	0.136
INPP5B	-0.15176796	0.28	-0.25094008	0.107
PDE4D	0.39637341	0.28	0.50558784	0.0801
LOC105373567	-0.50874621	0.28	-0.30930487	0.634
SETDB1	-0.11323915	0.281	-0.18831452	0.0544
ITIH4-AS1	-0.25150001	0.281	-0.3979929	0.0628
GOLIM4	-0.16137193	0.281	-0.30580133	0.0781
EXOC3	-0.10369739	0.281	-0.09805859	0.217
ZFP62	-0.10974294	0.281	-0.14193772	0.177
MCRS1	0.14497051	0.281	0.27473043	0.0788
MYO15A	-0.28211448	0.281	-0.59095334	0.107
AOC2	-0.24116654	0.281	-0.35614481	0.184
COPE	0.17984221	0.281	0.24835102	0.249
MRPS12	0.2788158	0.281	0.41254519	0.0511
ASXL1	-0.10755162	0.281	-0.17585069	0.0999
UFD1	0.15400156	0.281	0.25645812	0.0859
DCN	0.31881478	0.281	0.84404029	0.0224
LOC107985680	-0.56918291	0.281	-0.71683834	0.294
LINC00444	-0.20833896	0.281	-0.21955982	0.433
WDHD1	0.28541837	0.281	0.73751255	0.0285
FAM199X	0.14576576	0.281	0.11968868	0.238
PITHD1	0.09842034	0.281	0.06284361	0.68
GPX3	0.28007068	0.281	0.60892568	0.0298
ZNF395	-0.17660178	0.281	-0.43854747	0.0344
SLC39A13	0.17253593	0.281	0.30973718	0.143
ZNF565	-0.1539517	0.281	-0.25900777	0.106
SLC15A4	0.14866588	0.281	0.23037841	0.0594
NASP	-0.12720677	0.281	-0.18595695	0.0789
LOC112267984	-0.28309583	0.281	-0.65570736	0.0288
LOC107984867	-0.34181402	0.281	-0.31796408	0.508
DERL2	0.16787363	0.281	0.26997171	0.0754
NXT1	0.27347484	0.281	0.49338003	0.065
LOC107986515	-0.19239058	0.281	-0.27621761	0.043
IGHGP	0.76323644	0.281	0.1887187	0.866
NANOGP8	-0.4010384	0.281	-0.72123786	0.0876
CTSS	0.3119129	0.281	0.46277025	0.106
ANXA7	0.11967546	0.281	0.14792715	0.216
ICMT	0.17796942	0.281	0.30282039	0.0262
YWHAQ	0.12274228	0.281	0.20600281	0.152
IAPP	-0.49680558	0.282	-0.93349442	0.0855
HECTD4	-0.137999	0.282	-0.2285256	0.133
FN1	-0.16656666	0.282	-0.13145188	0.226
MUC6	0.77595476	0.282	1.92748405	0.0382
SMAD4	-0.08932496	0.282	-0.19567586	0.0243
RBM44	-0.36113103	0.282	-0.59647644	0.0784
QPCT	0.52314483	0.282	1.01357776	0.0562
DMGDH	-0.15546711	0.282	-0.406691	0.165
FRMD5	0.50664203	0.282	0.8654987	0.127
IRF3	0.1435256	0.282	0.17797302	0.32
ZNF771	-0.31496893	0.282	-0.3978647	0.166
EPB41	0.14280902	0.282	0.07709094	0.685
KAAG1	0.58376498	0.282	1.59673787	0.0235
MIR12136	0.39484465	0.283	0.45003219	0.121
CERT1	-0.08201056	0.283	-0.07874478	0.484
POC1B-AS1	-0.24375923	0.283	-0.37626	0.205
TPM3P9	-0.20121207	0.283	-0.15082831	0.539
KIF5C	0.46491402	0.283	0.90860391	0.0567
IRF2	-0.11524685	0.283	-0.19175214	0.18
TMEM14A	-0.25168218	0.283	-0.20002329	0.492
LOC102723985	-0.65429462	0.283	-0.44991886	0.454
TMEM167A	0.11581163	0.283	0.22149512	0.0788
LOC105375422	-0.38789407	0.283	-0.6792033	0.0736
LINC00987	0.45402779	0.283	0.46849632	0.176
RGS10	0.42428008	0.283	1.07842018	0.0539
AGAP4	-0.14366088	0.283	-0.29996023	0.0398
ZMPSTE24	0.15856688	0.283	0.20707053	0.123
CEP170	0.10598324	0.283	0.23056378	0.246
PPM1K	-0.33916881	0.283	-0.5161206	0.128
SERF1A	0.32206386	0.283	0.62903546	0.0171
SOD2	0.27157693	0.283	0.41314238	0.101
INTS4P2	-0.19917536	0.283	-0.1635225	0.44
LRRC69	-0.19679787	0.283	-0.2372803	0.348
PLIN2	0.41783349	0.283	0.80909486	0.0419
PROSER2	-0.17799428	0.283	-0.23596075	0.136
RPAP3	0.10754367	0.283	0.13899187	0.346
SNORD3B-1	0.43448082	0.283	0.76433888	0.0332
PSMD11	0.12208849	0.283	0.15291669	0.271
LAMA1	0.64895581	0.283	1.09481983	0.118
TSHZ3	0.24588905	0.283	0.63709001	0.132
CYTH2	0.16142032	0.283	0.39511932	0.0727
LOC102724092	-0.63584605	0.283	-1.17539021	0.0325
ENOPH1	0.14302734	0.283	0.33180546	0.0202
SLC49A3	0.41854797	0.284	0.10556089	0.797
PRDX6	-0.17464506	0.284	-0.19729682	0.357
PLEKHA2	-0.16083571	0.284	-0.08736071	0.658
RAB40B	-0.15164543	0.284	-0.3635066	0.0118
