Symbol	NAS 1	NAFLD_Stage_1_pvalue	NAS 2	NAFLD_Stage_2_pvalue	NAS 3	NAFLD_Stage_3_pvalue	NAS 4	NAFLD_Stage_4_pvalue	NAS 5	NAFLD_Stage_5_pvalue	NAS 6	NAFLD_Stage_6_pvalue
BMPR2	0.1318396	0.683	0.0586619	0.779	-0.0231839	0.936	0.01393795	0.96	0.0911619	0.633	0.1843083	0.42
MAPKAPK2	0.1810308	0.684	0.3367959	0.111	0.322778	0.0968	0.36215756	0.0384	0.3342309	0.04	0.5510819	0.0256
ABCB6	-0.2120742	0.684	-0.253176	0.233	-0.3044211	0.163	-0.50447244	0.0256	-0.5176921	0.0174	-0.4189596	0.274
HRG-AS1	-0.2222496	0.684	-0.0750485	0.895	-0.2680287	0.578	-0.32764052	0.241	-0.4131678	0.089	-0.3182731	0.749
DAPK1	-0.1902031	0.684	-0.1515314	0.685	-0.202538	0.23	-0.26591275	0.14	-0.2854035	0.113	-0.5130677	0.0248
SET	0.1234193	0.684	0.0392953	0.81	0.1062284	0.525	0.1207527	0.509	0.2014532	0.0184	0.1967208	0.327
SGSM3-AS1	0.3090989	0.684	0.2667341	0.509	0.2034097	0.604	0.1341077	0.751	0.0228798	0.957	-0.0533091	0.943
THBS1	0.3374919	0.684	0.2519963	0.474	0.2977487	0.645	0.40734015	0.277	0.6247369	0.159	0.8413136	0.0112
NELFB	0.1401006	0.684	0.1905386	0.197	0.2024679	0.194	0.2318146	0.229	0.1659378	0.227	0.2088481	0.471
FOXP4	-0.3196655	0.684	-0.2942766	0.386	-0.1939287	0.615	-0.05752316	0.916	-0.2157015	0.434	0.0462691	0.936
PIM1	0.2700898	0.684	0.1955151	0.738	0.0643017	0.908	0.20703519	0.629	-0.025433	0.957	0.1842501	0.733
ZNF277	-0.1406416	0.684	-0.118183	0.491	-0.1053596	0.661	-0.1631861	0.414	-0.0829307	0.597	-0.0513171	0.839
MIR7705	-0.4365677	0.684	-0.942229	0.0767	-0.9404015	0.112	-0.73790503	0.286	-0.2656201	0.703	0.6088748	0.458
IWS1	0.114427	0.684	0.1787926	0.0972	0.1519818	0.227	0.14488841	0.273	0.0392807	0.854	-0.0242556	0.935
GNPDA2	-0.167747	0.684	-0.0560027	0.847	0.0898785	0.8	-0.01814183	0.96	0.03885	0.874	0.0582704	0.888
SCLT1	0.1136722	0.684	0.0964542	0.571	0.0687424	0.801	0.19469184	0.414	0.2681815	0.0182	0.2868534	0.233
EZH2	0.2362356	0.684	0.2615729	0.462	0.1799935	0.504	0.26936379	0.147	0.3811839	0.0542	0.4906621	0.0943
SYNDIG1L	-0.394436	0.684	-0.2177239	0.718	-0.358583	0.381	-0.08131181	0.878	-0.366621	0.319	-0.0269218	0.968
SLC24A4	0.4707467	0.684	0.5164388	0.316	0.4600702	0.302	0.38873297	0.379	0.4708425	0.184	0.3644218	0.561
SLTM	-0.1174421	0.684	-0.0962003	0.645	-0.0438642	0.796	-0.14928019	0.335	-0.1976939	0.311	-0.3799314	0.203
RMDN2-AS1	-0.3845389	0.685	-0.0831338	0.892	-0.1425061	0.786	-0.28784224	0.514	-0.5610855	0.117	-0.6019844	0.257
ARPC2	0.1880301	0.685	0.2176252	0.0825	0.2569781	0.161	0.24905291	0.157	0.4888874	0.00179	0.575645	0.0383
DDX17	-0.0674798	0.685	-0.0724954	0.484	-0.0817511	0.339	-0.08535489	0.384	-0.1218961	0.381	-0.040043	0.827
CCR1	0.3756556	0.685	0.5134942	0.185	0.5132792	0.23	0.59738643	0.346	0.8388877	0.00535	0.7989904	0.0975
CTNNA3	-0.5768065	0.685	-1.109942	0.058	-0.9443163	0.135	-1.29548519	0.0087	-1.3013132	0.0113	-2.0870021	0.000742
GTF3A	0.1026044	0.685	0.0085618	0.977	0.0182785	0.954	0.00025182	0.999	0.2423607	0.296	0.2422471	0.536
SNX33	-0.1538829	0.685	-0.1471719	0.365	-0.1212803	0.58	-0.23057133	0.111	-0.374099	0.0314	-0.2572079	0.0925
LOC101927044	-0.415225	0.685	-0.6314898	0.252	-0.6165722	0.208	-0.75379272	0.0647	-0.7829839	0.0371	-0.6626504	0.148
CHAF1A	0.2491518	0.685	0.2146213	0.295	0.2829363	0.171	0.19627512	0.343	0.2291368	0.317	0.1834843	0.568
C1D	-0.1571819	0.685	-0.1437356	0.372	-0.212951	0.254	-0.19597103	0.465	0.06427	0.863	0.0580973	0.87
CCT7	0.1152672	0.685	0.0499226	0.825	0.1595806	0.292	0.11054702	0.635	0.1537645	0.203	0.1300441	0.577
UPK1B	1.2063721	0.685	-0.6566755		-0.0552473	0.974	-0.56159639	0.638	-0.6336248	0.54	-1.544291	0.111
MCM2	0.6082457	0.685	-0.026309	0.979	0.2884339	0.637	0.38214303	0.51	0.6531755	0.161	0.6165023	0.403
MYL5	0.204464	0.685	0.316745	0.117	0.3618391	0.141	0.24913084	0.287	0.4818224	0.187	0.2779003	0.559
MARCKS	0.2789432	0.685	0.1591509	0.625	0.2553288	0.546	0.39486263	0.317	0.5750071	0.0402	1.1567344	0.0405
AVL9	0.092621	0.685	0.0922201	0.5	0.0574643	0.701	0.08766903	0.598	0.0418108	0.745	0.0717251	0.456
ZNG1A	0.2321887	0.685	0.1339197	0.631	0.2467679	0.452	0.28900111	0.244	0.3989389	0.0277	0.1823583	0.481
MIR6081	0.3825188	0.685	0.4234838	0.311	0.4746531	0.266	0.29603304	0.523	0.2491355	0.529	-0.382971	0.578
FAM78A	0.2600213	0.685	0.6715056	0.109	0.5605607	0.221	0.46284174	0.147	0.6782614	0.000638	0.6856995	0.131
GOT1	0.195077	0.685	-0.0192942	0.967	0.1966574	0.703	0.03942522	0.917	-0.0726512	0.809	0.0213925	0.959
SORL1-AS1	-0.2502708	0.685	-0.1188625	0.814	-0.4730185	0.0896	-0.52404125	0.0842	-0.4455093	0.167	-0.7018913	0.0948
LOC105369946	0.332515	0.685	0.2650949	0.492	0.1620664	0.704	0.27175702	0.451	0.1609565	0.672	0.0368736	0.968
OAS3	0.3299306	0.685	0.2769163	0.565	0.591663	0.148	0.89458348	0.0848	0.7935257	0.0866	0.8387737	0.121
LYSMD2	0.1977332	0.685	0.0703035	0.805	0.0158937	0.974	0.20418205	0.459	0.4125425	0.177	0.5711751	0.145
ACSM2B	-0.222	0.685	-0.112183	0.72	-0.0846293	0.823	-0.23662741	0.304	-0.1952739	0.288	-0.5130988	0.332
SNORD118	-0.6045719	0.685	-0.6384356	0.378	-0.7359592	0.133	-0.59456063	0.239	-0.2705753	0.778	0.0486714	0.968
RPL17-C18orf32	-0.1249246	0.685	-0.2198926	0.113	-0.1063908	0.707	-0.14251271	0.523	0.1232771	0.723	0.2355977	0.637
PPP1R37	0.1830403	0.685	0.1820523	0.579	0.1046073	0.661	0.18047516	0.505	0.1633187	0.335	0.1579413	0.488
NAPSA	0.3522095	0.685	-0.0042846	0.995	0.2720489	0.528	0.14534855	0.755	-0.0784629	0.859	-0.1484961	0.834
EBP	0.3461593	0.685	0.2889994	0.526	0.3805947	0.45	0.59532469	0.0477	0.3755765	0.415	0.1545546	0.876
PHF8	-0.3057613	0.685	-0.6621147	0.00035	-0.5122081	0.0288	-0.71885993	0.00136	-0.7797642	9.93e-05	-0.7632125	4.03e-05
CDK13-DT	-0.3879941	0.685	-0.2202558	0.728	-0.1221176	0.799	-0.13893859	0.774	-0.2217589	0.53	-0.250863	0.638
SEC14L1P1	-0.2474298	0.685	-0.2010656	0.43	-0.1624276	0.537	-0.24165802	0.384	-0.3746842	0.131	-0.5031387	0.141
SLC27A2	0.285417	0.685	0.3803704	0.125	0.1640984	0.634	0.31985121	0.322	0.2908294	0.329	0.1869703	0.709
TBL3	0.1484778	0.685	0.00057	0.998	0.0811207	0.725	0.04860983	0.895	-0.0281436	0.915	-0.1050832	0.659
MILR1	0.2673345	0.685	0.3484523	0.268	0.2115389	0.575	0.32410714	0.433	0.5156827	0.0414	0.7236218	0.127
PHTF1	-0.1765272	0.685	-0.1376619	0.726	-0.2879671	0.3	-0.26989448	0.312	-0.2447189	0.0952	-0.2250378	0.362
TIGD2	-0.1754845	0.685	-0.1773859	0.518	-0.1549803	0.633	-0.11066452	0.764	-0.0531901	0.826	-0.3246528	0.404
ADM	0.1994619	0.685	0.2902547	0.293	0.2928997	0.389	0.46253096	0.222	0.4186133	0.0501	0.3340524	0.283
PTGDR2	-0.4169848	0.685	-0.5264309	0.198	-0.4514935	0.297	-0.41360992	0.276	-0.5969694	0.0398	-0.7827274	0.0367
XNDC1N	-0.2397945	0.685	-0.2497366	0.42	-0.1770956	0.566	-0.21869634	0.486	-0.2974843	0.255	-0.4851279	0.111
GPRC5D	-0.4306491	0.685	-0.4539303	0.277	-0.4076665	0.311	-0.52165022	0.213	-0.3581036	0.262	-0.4206309	0.412
FGF14-IT1	-0.7589439	0.685	-0.7165454	0.339	-0.7324749	0.275	-0.4266617	0.645	-1.0716662	0.0852	-1.0927177	0.208
PRR11	0.4237458	0.685	0.4271385	0.319	0.4997438	0.261	0.39530952	0.206	0.7355682	0.0223	1.0589157	0.0182
ZNF576	0.1819503	0.685	0.1726701	0.497	0.2373902	0.252	0.19982856	0.364	0.3015028	0.0816	0.3087079	0.316
CSNK2A1	-0.0785826	0.685	-0.0019432	0.994	-0.0051657	0.975	-0.04067977	0.734	-0.035663	0.718	-0.0430291	0.783
ALG8	-0.1227991	0.685	-0.0769088	0.757	-0.1198772	0.605	-0.0429614	0.854	0.0477917	0.8	0.0055483	0.991
RNF40	0.1403785	0.685	0.0542117	0.79	0.1589644	0.435	0.12061406	0.644	-0.0407979	0.885	-0.1196775	0.713
LOC100506639	-0.2416722	0.685	-0.1197163	0.657	-0.2029754	0.301	-0.14721243	0.528	-0.3190132	0.0635	-0.2852616	0.423
LOC105376183	-0.3985719	0.685	0.1171594	0.861	-0.2931807	0.497	-0.03291053	0.965	-0.1709096	0.68	0.1092303	0.913
FBLIM1	0.5668039	0.685	0.1075369	0.87	0.1757887	0.778	0.20069076	0.674	0.2816767	0.479	0.3187786	0.422
FAM3C	0.18674	0.685	-0.1145647	0.699	-0.0244963	0.953	0.1286503	0.737	0.1506273	0.575	0.4287691	0.135
APOC2	-0.1810318	0.685	-0.0680921	0.848	-0.1670356	0.571	-0.18423036	0.532	0.2168643	0.715	0.209498	0.738
ZNF343	-0.2155086	0.685	-0.2088	0.443	-0.0934974	0.724	-0.18328161	0.313	-0.2895767	0.09	-0.3414529	0.142
LINC02428	-0.3226536	0.686	-0.582042	0.0184	-0.5832254	0.0535	-0.65503057	0.0298	-0.2902138	0.473	-0.5512918	0.307
LOC100270746	-0.3466528	0.686	-0.283035	0.685	-0.2091474	0.71	-0.07482531	0.889	-0.3786785	0.215	-0.2175971	0.653
BLVRA	0.3216515	0.686	0.6261113	0.0432	0.6062051	0.143	0.54576648	0.209	0.9275649	5.37e-05	1.0450084	0.0461
JKAMP	0.1353475	0.686	0.1733726	0.147	0.1466015	0.29	0.15300295	0.402	0.3231433	0.000829	0.339725	0.0718
LOC112268131	-0.2398191	0.686	-0.2307451	0.536	-0.1318938	0.764	-0.20467092	0.579	-0.3833447	0.262	-0.4080547	0.358
CLN3	0.19259	0.686	0.1941459	0.529	0.1790573	0.483	0.18998324	0.298	0.1717075	0.4	0.2441421	0.388
RALBP1	0.1476452	0.686	0.162544	0.268	0.1667064	0.173	0.17089109	0.353	0.143405	0.391	0.1262196	0.545
CYTB	-0.3661833	0.686	-0.2727446	0.509	-0.4123929	0.245	-0.3834444	0.349	0.0121838	0.986	-0.0815441	0.901
RASGRP3	0.2264195	0.686	0.5751014	0.00894	0.3717011	0.171	0.49144356	0.092	0.2973926	0.061	0.5441193	0.00467
NFE2L2	-0.1852794	0.686	-0.2082739	0.449	-0.2993062	0.0987	-0.28249423	0.188	-0.2157424	0.398	-0.0024598	0.996
PDE6D	0.2148047	0.686	0.2225937	0.34	0.2080251	0.281	0.1934347	0.436	0.5027559	0.0562	0.568927	0.124
SHQ1	-0.1180056	0.686	-0.0781737	0.627	-0.1222242	0.344	-0.10190551	0.448	-0.1148465	0.394	-0.1225203	0.527
LIAS	-0.2203208	0.686	-0.1716938	0.259	-0.2218146	0.199	-0.11368938	0.629	-0.1528787	0.492	-0.1808172	0.477
HERC3	-0.0983525	0.686	-0.1141905	0.452	-0.0944495	0.547	-0.18275695	0.145	-0.2212182	0.0299	-0.2280701	0.11
BMS1P14	-0.3996025	0.686	-0.2295868	0.542	-0.1652057	0.698	-0.11538393	0.77	0.049808	0.906	0.013047	0.986
ZBTB6	-0.1511565	0.686	-0.1448237	0.442	-0.0801243	0.709	-0.09200371	0.668	0.0074895	0.97	0.0141228	0.959
ABI1	0.125872	0.686	0.1673968	0.115	0.1424606	0.258	0.1679771	0.292	0.2251849	0.00741	0.2465341	0.209
GOLGA8IP	0.4341789	0.686	0.4060042	0.408	0.1733536	0.687	0.20282042	0.697	0.0710143	0.878	-0.114671	0.884
PIGQ	0.135538	0.686	0.0066667	0.988	-0.0673408	0.832	0.09579576	0.79	0.0056162	0.984	-0.0017856	0.996
MT1G	-0.8367286	0.686	0.1445328	0.822	0.0784644	0.955	-0.65402011	0.492	-0.1115673	0.864	-0.5799233	0.606
RPL13	-0.148817	0.686	-0.2055732	0.332	-0.1301649	0.564	-0.21809497	0.25	0.0727339	0.897	0.1848857	0.777
PCNA	0.3051265	0.686	0.166011	0.401	0.2802879	0.356	0.35105437	0.14	0.7410028	0.00291	0.7217844	0.0426
FER1L4	-0.8719234	0.686	-0.3362404	0.81	-0.9764838	0.297	-0.62732775	0.51	-0.744445	0.286	-0.5594843	0.573
LSM14B	-0.1111193	0.686	-0.0350911	0.863	-0.0361717	0.863	-0.17083229	0.301	-0.2432656	0.0739	-0.2358305	0.323
LGALS1	0.5273554	0.686	0.829399	0.2	0.8883445	0.179	0.64897232	0.108	1.1114055	0.023	1.183099	0.053
ALS2	-0.1126977	0.686	-0.1457719	0.284	-0.1131524	0.433	-0.1632944	0.273	-0.2677978	0.0929	-0.3089197	0.169
GPX1	0.1997936	0.686	0.3637483	0.103	0.3430249	0.139	0.3538816	0.241	0.6534089	0.0583	0.7595957	0.0866
RAPGEF2	-0.0882354	0.686	0.0370168	0.898	0.0358598	0.846	0.10487952	0.643	-0.0585338	0.809	-0.2037545	0.41
H4C8	0.4962347	0.686	0.344135	0.575	0.4757348	0.309	0.66872102	0.0849	0.9697691	0.0184	0.9821663	0.0609
NUDCD3	0.0941885	0.686	0.1019929	0.533	0.1490138	0.28	0.0853006	0.573	0.0119077	0.949	-0.0334212	0.903
PKHD1L1	-0.9841771	0.686	-0.5969177	0.685	0.1931238	0.917	-0.02843407	0.988	-0.8890888	0.321	-1.6198227	0.022
EIF4G2	0.0880021	0.686	0.0364581	0.783	0.0741762	0.428	0.1099876	0.423	0.1630842	0.0832	0.2682134	0.134
TBCEL	-0.1583204	0.686	-0.3174167	0.0673	-0.2749728	0.167	-0.30975133	0.259	-0.3521579	0.0218	-0.4057851	0.0652
HSD17B1-AS1	0.2164578	0.686	0.1626236	0.607	0.0858076	0.752	0.14223618	0.684	0.1047827	0.665	0.1620546	0.549
SLC44A2	0.2544652	0.686	0.4512416	0.13	0.2991279	0.318	0.30940909	0.257	0.4014102	0.0331	0.3195861	0.44
ZNF225-AS1	-0.1322226	0.686	-0.1382449	0.533	-0.1596435	0.257	-0.21891988	0.219	-0.2850636	0.156	-0.3684892	0.171
ZNF611	-0.2164401	0.686	-0.1775796	0.578	-0.1751728	0.508	-0.05679324	0.891	0.0094076	0.97	0.0463127	0.934
CCNB3	-0.499819	0.686	-0.2618792	0.623	-0.4526571	0.321	-0.25883431	0.598	-0.5690807	0.0763	-0.2558786	0.688
DPH6	-0.1057061	0.686	-0.1633364	0.363	-0.1910621	0.184	-0.16900695	0.367	-0.2430148	0.12	-0.3135088	0.0698
PLVAP	0.6648515	0.686	0.2040272	0.823	0.5220466	0.551	0.50899558	0.347	0.1557667	0.797	0.0339986	0.975
GPANK1	-0.1431631	0.686	-0.2051632	0.184	-0.1826557	0.345	-0.22239584	0.153	-0.2257501	0.222	-0.2848242	0.187
SCAND2P	-0.1379207	0.686	-0.1531867	0.484	-0.0623896	0.753	-0.16179369	0.309	-0.2175567	0.116	-0.2943475	0.0903
HMGXB3	0.1339503	0.686	0.1910386	0.0728	0.2077408	0.0736	0.26595277	0.0783	0.1465765	0.18	0.2031532	0.286
PCP2	-0.3308234	0.686	-0.3160711	0.598	-0.3724176	0.412	-0.56094123	0.155	-0.7181132	0.0121	-1.1057542	0.00317
LZTR1	0.1226406	0.687	0.287991	0.229	0.2136393	0.103	0.27599093	0.259	0.1322145	0.428	0.1594904	0.363
PRKX	0.2403979	0.687	0.3308294	0.389	0.3505364	0.259	0.55969287	0.0642	0.5747495	0.0145	0.7218224	0.0832
LOC105375772	-0.586733	0.687	0.0771828	0.917	-0.0965209	0.913	0.29166464	0.678	-0.1945267	0.758	-0.2849629	0.818
TNFRSF10B	0.1690448	0.687	0.1138206	0.543	0.0786444	0.626	0.16750202	0.321	0.1313443	0.479	0.286269	0.0474
LYZL1	0.6724693	0.687	0.4356708	0.63	0.5163809	0.399	0.99816285	0.149	0.2713359	0.613	0.4121264	0.656
WDR25	0.1819805	0.687	0.1320313	0.614	0.0763976	0.807	0.11383311	0.655	0.1643615	0.402	0.2178803	0.375
FAM50A	0.1848915	0.687	0.3849555	0.0272	0.3117471	0.176	0.30210944	0.328	0.2934873	0.139	0.2603345	0.292
PLD1	0.2571163	0.687	0.0469553	0.877	-0.0114182	0.978	-0.060278	0.859	-0.2452269	0.0813	-0.3634434	0.194
LOC105370826	0.4223915	0.687	0.3599174	0.659	0.2201574	0.716	0.4180905	0.454	-0.1072916	0.853	0.134977	0.871
SKIL	0.2648478	0.688	0.2805746	0.505	0.3789043	0.245	0.43751376	0.257	0.3390196	0.193	0.5250146	0.126
MRPL43	-0.1526778	0.688	-0.241587	0.037	-0.2071504	0.131	-0.28144424	0.0384	-0.1441768	0.567	-0.0938843	0.791
PRADC1	0.1582038	0.688	0.3067213	0.325	0.3074971	0.103	0.23991379	0.442	0.4992033	0.144	0.35489	0.497
SS18L2	-0.1774101	0.688	-0.0826377	0.795	-0.0492475	0.849	-0.07357853	0.777	0.2228143	0.571	0.2110156	0.671
AP5Z1	0.1693772	0.688	0.0801539	0.749	0.0315909	0.938	0.0681356	0.839	0.0218175	0.919	-0.1062183	0.67
ZNF689	0.1782737	0.688	0.0030743	0.994	0.0994738	0.579	0.11519991	0.617	0.1520607	0.402	0.1624007	0.495
KCND3-AS1	-0.3269429	0.688	-0.8948613	0.0309	-0.662561	0.0821	-0.80788879	0.0308	-1.1115345	0.00327	-1.3367468	0.0151
BBS9	-0.1824293	0.688	-0.144067	0.483	-0.0617086	0.789	-0.16176441	0.405	-0.1770958	0.18	-0.2354249	0.278
ABTB2	-0.2699839	0.688	-0.3575692	0.108	-0.3046952	0.322	-0.30789079	0.291	-0.4514308	0.0553	-0.3537838	0.331
JDP2	0.2066655	0.688	0.0810504	0.783	0.0969425	0.651	0.19734126	0.465	0.0935981	0.618	0.0801178	0.816
WDR18	0.3085955	0.688	-0.0303421	0.952	-0.1062685	0.738	-0.00083582	0.999	-0.0952179	0.759	-0.0912878	0.783
TRPM4	0.23351	0.688	0.1304263	0.692	0.2456338	0.39	0.37430899	0.191	0.316267	0.219	0.4985686	0.105
TMEM98	0.2890778	0.688	0.3758419	0.526	0.0205327	0.976	0.18236364	0.687	0.1974889	0.607	0.3969572	0.4
PTPN7	0.4349544	0.689	0.7121563	0.229	0.5714045	0.183	0.61854153	0.172	0.7041568	0.0284	0.9208428	0.0562
SLC37A3	0.1302533	0.689	0.0766067	0.704	0.1287966	0.528	0.20750539	0.092	0.1617756	0.18	0.227592	0.338
LINC02758	-0.4251694	0.689	-0.6405576	0.212	-0.689188	0.121	-0.76541192	0.132	-0.5784379	0.0966	-0.8174022	0.104
LOC105369908	-0.9215783	0.689	-1.0001463	0.191	-1.4439399	0.0276	-2.00594065	0.00172	-2.3281497	3.18e-05	-2.7541532	0.00313
BRMS1L	0.2403523	0.689	-0.0641912	0.839	0.0873103	0.799	0.0461025	0.904	0.1945603	0.311	0.3449386	0.232
FZR1	0.2193086	0.689	0.1255129	0.504	0.1743141	0.446	0.28145019	0.392	0.0561194	0.818	0.0851554	0.848
NAV2	0.2963486	0.689	0.2023155	0.696	0.2026535	0.648	0.38593306	0.202	0.0099212	0.98	0.1881811	0.658
PPP5C	0.136677	0.689	0.0941089	0.573	0.2651439	0.0765	0.14727983	0.436	0.2378632	0.12	0.2083684	0.247
ZBED6	-0.1009959	0.689	-0.1320707	0.273	-0.0965146	0.503	-0.11063222	0.489	-0.2378525	0.142	-0.3168103	0.167
RGPD5	-0.2264687	0.689	0.0098606	0.985	-0.2132588	0.461	-0.26425198	0.306	-0.2013288	0.392	-0.3721602	0.283
PEBP1	-0.1387539	0.689	-0.1197563	0.458	-0.1228874	0.568	-0.16114711	0.467	-0.1000297	0.654	-0.2211832	0.683
LOC107984670	0.5068853	0.689	1.0685497	0.221	1.015169	0.145	1.1098506	0.0827	0.8932754	0.029	0.5079004	0.445
LOC101929819	-0.5848366	0.689	-1.081821	0.133	-0.9447994	0.135	-1.08572231	0.0379	-1.0485033	0.0112	-0.8800531	0.238
MTMR1	-0.0897228	0.689	0.0324612	0.858	-0.0053349	0.974	0.00302314	0.986	-0.0719901	0.527	2.54e-05	1.0
BTBD8	-0.2865972	0.689	-0.3061877	0.321	-0.3792117	0.152	-0.40971683	0.226	-0.5118582	0.023	-0.3691306	0.372
MAP3K2-DT	-0.234419	0.689	-0.1777002	0.607	-0.2525968	0.371	-0.24463259	0.478	-0.3022683	0.109	-0.4051365	0.119
USP40	-0.122583	0.689	-0.1586702	0.268	-0.1194707	0.256	-0.147356	0.262	-0.2436813	0.0936	-0.2554999	0.195
LOC100289361	-0.3489195	0.689	-0.4230816	0.377	-0.5238655	0.132	-0.44624596	0.189	-0.6181105	0.0621	-0.4227471	0.524
CEP170P1	0.3068237	0.689	0.3162991	0.407	0.2701991	0.444	0.3608558	0.298	0.2502206	0.348	0.2510811	0.627
PAIP1	0.1383912	0.689	0.0499478	0.814	0.0595654	0.776	0.12132041	0.675	0.2174347	0.0853	0.2289948	0.291
HTR7	0.498629	0.689	0.5375721	0.44	0.7502975	0.178	1.1696223	0.0339	1.2615812	0.00955	1.6182438	0.00153
GBF1	0.1554762	0.689	0.1678526	0.238	0.2033569	0.105	0.20881519	0.202	0.0979718	0.623	0.1825087	0.317
TALAM1	-0.1879084	0.689	-0.1522851	0.474	-0.1600785	0.509	-0.16863546	0.555	-0.1939139	0.334	-0.063867	0.884
CBL	0.1522139	0.689	0.2568915	0.306	0.1710643	0.355	0.27545209	0.204	0.3198028	0.0204	0.5583887	0.0613
TMEM119	1.3230997	0.689	1.0959648	0.469	0.2680792		0.53299555	0.631	0.795064	0.365	0.3467251	0.756
MFAP1	0.1585996	0.689	0.1707117	0.338	0.2575927	0.122	0.19048692	0.194	0.2456396	0.107	0.1449895	0.512
AKAP8	-0.1089814	0.689	-0.1232506	0.346	-0.1032172	0.335	-0.19569614	0.101	-0.280974	0.0474	-0.3190165	0.0565
MYCBP	0.1663138	0.689	0.1135422	0.627	0.1627099	0.49	0.18901317	0.304	0.4033848	0.0223	0.4453243	0.0528
TACR1	-0.3835855	0.689	-0.2245207	0.631	-0.1557962	0.764	0.01356614	0.981	-0.3145577	0.473	-0.3829668	0.504
MRPS27	0.1645512	0.689	0.0273858	0.922	0.1234873	0.444	0.12912784	0.593	0.1336689	0.468	0.0462501	0.879
RPL19P12	-0.2709446	0.689	-0.3611696	0.255	-0.3407734	0.318	-0.42898312	0.163	-0.7080241	0.00108	-0.7305371	0.0263
SNUPN	0.1376026	0.689	0.1671218	0.435	0.1608014	0.374	0.11877311	0.523	0.1939439	0.246	0.1309234	0.639
UBE2Q2	0.2661365	0.689	0.4539189	0.081	0.5365498	0.174	0.55899381	0.11	0.6954881	0.00431	0.857754	0.0556
ROCK2	0.1195167	0.689	0.0384592	0.903	0.0067089	0.981	0.00595094	0.984	-0.1031895	0.507	-0.0575946	0.815
MTBP	0.2346532	0.689	0.0221374	0.955	0.1055295	0.73	0.03146242	0.945	0.1205868	0.646	0.0665701	0.852
PINK1	0.1803205	0.69	0.3603683	0.129	0.3122867	0.213	0.30138456	0.391	0.3214669	0.139	0.1947074	0.641
C6orf136	0.197285	0.69	0.3064426	0.0958	0.3220675	0.185	0.20286168	0.469	0.2015346	0.304	0.1607635	0.605
UFL1	-0.1002797	0.69	-0.1972654	0.105	-0.1827484	0.201	-0.20038408	0.246	-0.1676707	0.164	-0.1699938	0.305
SOGA3	0.6135494	0.69	0.344736	0.661	0.418701	0.557	0.17189427	0.816	0.4830514	0.401	0.5258118	0.394
CARNMT1-AS1	0.2056057	0.69	0.2170909	0.443	0.1571605	0.518	0.11360845	0.708	0.1247406	0.575	-0.0777048	0.811
IL15RA	0.2091658	0.69	0.0614307	0.864	0.09836	0.718	0.2394769	0.432	0.0538271	0.864	0.2792728	0.585
PDZD8	0.1159289	0.69	0.0406728	0.906	0.0686237	0.78	0.09087877	0.606	0.0812265	0.66	0.1032494	0.769
LOC105369696	-0.3238445	0.69	-0.2144823	0.624	-0.5333707	0.2	-0.36683152	0.486	-0.6702325	0.137	-0.8363223	0.164
CPNE2	0.2143505	0.69	0.2898927	0.234	0.2096359	0.426	0.24517298	0.433	0.2630991	0.157	0.2479939	0.606
RPH3AL	-0.2529045	0.69	-0.3288782	0.32	-0.2788163	0.317	-0.17114188	0.673	-0.3805734	0.0365	-0.4308148	0.124
GNA11	0.2154377	0.69	0.1291648	0.588	0.1271684	0.482	0.14431239	0.665	0.1220675	0.549	0.236555	0.423
RWDD4	-0.1460656	0.69	-0.0334813	0.93	-0.107309	0.683	-0.07789272	0.822	-0.0432259	0.851	-0.1608922	0.374
LOC107986418	0.4766136	0.69	-0.8412151		-0.3419466	0.835	-0.42256475	0.714	-0.5644427	0.509	-0.627721	0.448
TBC1D7-LOC100130357	-0.2369452	0.69	0.1769422	0.611	0.2267713	0.405	0.16773065	0.642	0.3770092	0.0862	0.3590168	0.251
LOC105375969	0.6481288	0.69	0.6973813	0.319	0.3763953	0.636	0.13555828	0.894	0.1177492	0.889	0.1403503	0.887
LOC105375981	0.3017006	0.69	-0.2627758	0.489	-0.2392126	0.72	-0.05086658	0.927	-0.2427358	0.399	0.2082484	0.663
GINS2	0.4721515	0.69	-0.1008304	0.873	0.253303	0.565	0.29390557	0.618	0.5304316	0.219	0.5923011	0.168
NDRG3	-0.1782737	0.69	-0.008424	0.981	0.0096085	0.978	-0.02393291	0.927	0.0545718	0.785	0.1251607	0.644
SYPL2	-0.4037668	0.69	0.1851485	0.887	0.2677879	0.788	0.14706842	0.866	-0.1352276	0.807	0.2442963	0.745
POM121C	-0.2957109	0.69	-0.3117939	0.388	-0.2837644	0.301	-0.23901766	0.545	-0.3130364	0.207	-0.0277541	0.95
FXYD5	0.2391091	0.69	0.1396958	0.546	0.3142672	0.271	0.40313995	0.224	0.6450606	0.00221	0.8875599	0.0575
EWSR1	0.0728803	0.69	0.06116	0.522	0.0893426	0.348	0.04834597	0.734	-0.0081472	0.964	-0.0756955	0.724
LOC105369743	-0.4272312	0.69	0.031552	0.965	-0.3184291	0.411	-0.31810882	0.48	-0.3403392	0.423	-0.1449415	0.804
POLE3	0.201928	0.69	0.3073818	0.137	0.3332781	0.0482	0.31692149	0.067	0.3701696	0.00501	0.2561658	0.316
WDR76	0.3962436	0.69	0.3069369	0.563	0.1850506	0.778	0.3580637	0.462	0.6442607	0.103	1.0589964	0.0363
