Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
SETD9	0.08213953	0.441	0.0083954	0.98145	0.02499302	0.854	0.0175878	0.963
ALG9	0.05401505	0.441	0.0802341	0.61641	0.09170451	0.196	0.0869342	0.674
ZNF2	-0.08059885	0.441	0.0220379	0.94967	0.0313357	0.784	0.0922676	0.767
NFKBIE	0.14144597	0.441	0.2081066	0.5668	0.48528783	0.0146	0.3309145	0.478
LOC105375026	0.16378165	0.441	-0.2312831	0.61172	-0.18237758	0.567	-0.4634813	0.318
FAM185A	-0.05616425	0.441	-0.0567488	0.75698	-0.18751814	0.0109	-0.079708	0.709
HACD1	-0.46757305	0.441	-0.285482	0.87481	0.00753795	0.993	-0.4359173	0.828
XRCC1	-0.07539382	0.441	0.0463974	0.84879	-0.09626815	0.308	0.0209274	0.943
RBP7	0.24489744	0.441	0.1970229	0.81305	0.71812233	0.0235	1.2842213	0.0414
LOC107986558	-0.38021641	0.441	0.2807926	0.8496	0.55305099	0.363	0.1779191	0.921
LOC100996437	-0.15620633	0.441	-0.1196761	0.81377	-0.44889956	0.0307	-0.3751833	0.453
GNG5	0.09049313	0.442	0.0555841	0.83646	0.5806443	0.000999	0.094334	0.756
NDUFB4	-0.12764878	0.442	-0.0042859	0.99404	0.34217906	0.111	-0.079484	0.888
TAPT1-AS1	-0.0929811	0.442	-0.1907091	0.35129	-0.31282399	0.00608	-0.5907954	0.02
LOC107986347	-0.23529103	0.442	-0.0097429	0.99314	0.22362037	0.451	0.5241292	0.528
SEMA6A	-0.06998131	0.442	-0.0485066	0.83835	-0.15833005	0.0905	-0.1223332	0.618
HAVCR2	0.20127526	0.442	0.3872784	0.49356	0.36695919	0.161	0.7301918	0.24
SHPRH	-0.05244875	0.442	-0.0615237	0.71665	-0.26301384	0.00775	-0.1423658	0.46
B3GAT1-DT	-0.21736672	0.442	-0.1944918	0.78979	-0.28209375	0.323	-0.9244829	0.175
LOC107987269	-0.18118922	0.442	-0.0985399	0.86821	-0.23509358	0.282	-0.4139693	0.451
LOC105378941	-0.26087888	0.442	-0.3947481	0.64422	-0.37102904	0.283	-0.0973591	0.941
SMYD5	-0.07496699	0.442	-0.0599019	0.80049	0.1360128	0.194	-0.0368248	0.907
GZF1	0.05622739	0.442	0.0333365	0.85433	-0.04885335	0.471	0.0349269	0.849
PTP4A2	0.07167068	0.442	0.1307526	0.49053	0.08218156	0.319	0.1306419	0.572
OR13D1	-0.23140021	0.442	-0.1245888	0.86465	-0.61055993	0.034	-0.7442711	0.27
C16orf89	-0.27989086	0.442	-0.5231266	0.42636	-0.67391983	0.0362	-1.1362337	0.169
TPSB2	-0.43423221	0.442	0.2588803	0.88815	1.03056995	0.138	0.5434247	0.761
DNAI4	-0.11027341	0.443	0.0517671	0.90567	0.28818045	0.069	0.4370242	0.195
UBE4A	0.03532552	0.443	0.0339767	0.77974	-0.0163844	0.811	-0.0383256	0.813
SLFN13	0.13718758	0.443	0.2986647	0.3971	0.51706568	0.00278	1.3373817	3.64e-06
LOC107984748	0.11198533	0.443	-0.2041165	0.39954	-0.35004332	0.011	-0.2639349	0.42
PIK3R1	0.08942671	0.443	-0.0131637	0.9739	-0.04047941	0.82	-0.0804974	0.812
THUMPD3	0.0577924	0.443	0.1117783	0.42771	0.05916006	0.45	0.2565101	0.102
NRF1	-0.07741097	0.443	-0.1315262	0.5567	-0.08739981	0.414	-0.0501347	0.879
IKZF4	-0.18241521	0.443	-0.4473846	0.2792	0.1208058	0.613	-0.5129124	0.375
PANK2	-0.05122157	0.443	-0.0115392	0.96329	-0.11006398	0.123	0.0656694	0.765
SLC39A7	0.11926253	0.443	-0.0886759	0.82681	-0.02006202	0.912	0.2537693	0.552
ZNF655	-0.04093102	0.444	0.0214214	0.9006	-0.05014158	0.484	0.0649837	0.684
CDH19	-0.17550442	0.444	-0.0020099	0.99798	0.16777961	0.503	0.5366682	0.315
LOC101928045	0.1209257	0.444	0.2065657	0.57945	-0.22592348	0.158	0.1483467	0.779
EGFL7	-0.1179078	0.444	-0.2540252	0.41926	0.05959463	0.775	-0.6477193	0.098
TMTC4	0.06971363	0.444	0.0040729	0.99207	-0.12350074	0.225	-0.2581475	0.322
MEIOC	-0.14153871	0.444	-0.1464666	0.7594	-0.27658841	0.097	-0.4130302	0.336
LINC01144	-0.18041775	0.444	-0.2799057	0.58163	0.08260084	0.746	-0.7676608	0.189
DPCD	-0.09404232	0.444	0.0182391	0.96769	0.10157053	0.468	0.4648634	0.0426
GRB2	0.06171471	0.444	0.0821306	0.65969	0.05635749	0.506	0.2388677	0.251
FAM110A	0.17858479	0.444	0.0345071	0.96837	0.28043479	0.192	-0.0627648	0.934
PEX11B	-0.05479461	0.444	0.0711554	0.6849	0.01504422	0.866	-0.116932	0.533
GPR157	-0.11988758	0.445	-0.0721127	0.87144	-0.16369099	0.282	-0.3693911	0.358
KLRC4-KLRK1	0.17827284	0.445	0.4133366	0.34748	0.30689273	0.162	0.7431606	0.146
EDC4	-0.05774684	0.445	-0.0691131	0.74806	-0.22101244	0.00488	-0.260664	0.154
LOC105379052	-0.37749689	0.445	-0.1609217	0.90978	-0.12347956	0.775	0.8620448	0.335
LOC101927190	-0.10255423	0.445	0.0256283	0.94849	-0.28769366	0.0304	-0.1258231	0.679
TXN2	-0.08605513	0.445	-0.1373815	0.58978	0.38716605	0.0165	-0.3157548	0.253
BCL10-AS1	0.18106571	0.445	0.0978102	0.89088	0.43595291	0.0655	-0.784742	0.246
C2orf42	-0.07977284	0.445	-0.1668437	0.46194	-0.06879352	0.555	-0.4213812	0.0431
HCG4	0.30330872	0.445	0.5470657	0.55618	0.33667037	0.327	1.2211189	0.211
ZBTB40	-0.04387148	0.446	-0.0513697	0.75988	-0.2492051	0.00613	0.0014852	0.995
CHCHD5	-0.12541153	0.446	-0.1573077	0.69403	0.09311231	0.689	-0.4640991	0.273
LANCL1-AS1	-0.21445695	0.446	-0.3195808	0.6664	-0.28984054	0.347	-0.1733889	0.871
LOC105373939	0.24574259	0.446	0.2881166	0.65614	-0.6439988	0.0291	-0.5464702	0.496
NCOA4	0.08447486	0.446	0.0624755	0.82663	0.06478549	0.619	0.2731944	0.311
HSPB2-C11orf52	-0.09530894	0.446	-0.1354334	0.62496	0.11055543	0.525	-0.3076717	0.276
TPSAB1	-0.4178302	0.446	0.1242006	0.95082	0.90177436	0.141	0.5136569	0.764
SOD1	-0.10442079	0.446	-0.1181858	0.74476	-0.09002556	0.635	-0.4370635	0.217
SYAP1	0.08974962	0.446	0.0254561	0.94516	0.03555569	0.768	0.0503381	0.888
VTCN1	-0.40115627	0.446	0.4458414	0.71125	1.57423971	0.00261	2.8854216	0.00722
SYMPK	-0.08999242	0.446	-0.1153663	0.67911	-0.01492265	0.926	-0.3251303	0.256
TFE3	0.08154694	0.446	0.0443632	0.86842	0.19382287	0.0616	0.058412	0.848
BMP8A	-0.16782444	0.446	-0.1548085	0.74236	-0.58919532	0.00254	-0.1754207	0.765
LOC101927283	0.2018101	0.446	0.2640184	0.66314	0.8260588	0.00868	1.4735425	0.00382
LYNX1-SLURP2	0.19838419	0.446	-0.1136362	0.83397	-0.08068808	0.715	-0.6762504	0.204
DNAJA4	-0.18725426	0.446	-0.1164306	0.88295	-0.0610349	0.845	0.0993771	0.916
CSTB	0.17084763	0.446	0.2870604	0.58414	0.64971205	0.00466	0.2254337	0.755
RAD52	-0.05336263	0.446	-0.056335	0.71539	-0.20505965	0.00164	-0.2890124	0.0379
U2AF2	-0.06319172	0.446	-0.0499251	0.8223	-0.15253463	0.0459	-0.0574617	0.83
SNHG25	-0.23823217	0.447	0.0040936	0.99709	0.07236628	0.845	-0.3846651	0.656
CRYZL1	-0.05096053	0.447	-0.0151432	0.94967	0.04380054	0.573	0.0210061	0.924
ND6	-0.20311196	0.447	-0.339084	0.55712	0.60580679	0.03	-0.0284242	0.977
CD164	0.06380609	0.447	-0.0132901	0.96905	0.26099143	0.00314	0.0780479	0.781
LOC105371102	-0.27794737	0.447	-0.2647807	0.74819	-0.52593567	0.132	-1.2037102	0.165
LOC105374179	-0.1904643	0.447	-0.0245075	0.97757	-0.21733408	0.394	-0.2263381	0.731
INMT	0.19181164	0.447	0.4524783	0.19754	0.97443792	1.17e-06	1.7243669	1.08e-06
ZNF606	-0.07120651	0.447	-0.0727294	0.73844	-0.06853555	0.471	-0.1992844	0.383
RPL21P28	-0.1035413	0.447	-0.0011937	0.9979	0.35917579	0.0522	0.1187387	0.749
PCOLCE-AS1	-0.24389447	0.447	-0.1800189	0.8197	0.23174092	0.46	-0.8530368	0.215
SHROOM1	0.15037837	0.448	0.0397899	0.94849	-0.03439287	0.869	-0.0547913	0.929
RNF32-AS1	0.14887636	0.448	-0.0807169	0.88019	0.12270401	0.503	0.0693225	0.908
CNKSR2	-0.26457053	0.448	-0.3872419	0.58211	-1.02271731	0.000173	-1.8560662	0.00736
LOC105373311	0.51389887	0.448	0.0550318	0.9827	0.70632209	0.2	0.6189222	0.732
APPBP2	0.04657942	0.448	0.0478661	0.75751	0.0435304	0.575	0.1630754	0.293
KIF11	0.13097309	0.448	0.3582484	0.2128	0.12958715	0.496	0.2620445	0.523
LOC112267951	0.16008784	0.448	-0.0993684	0.87144	-0.13133431	0.578	-0.4463264	0.398
RTN3	0.06749691	0.448	0.0679378	0.81985	0.16026685	0.0792	-0.0962406	0.74
GOLGA2P10	-0.15899764	0.448	-0.0557638	0.94061	-0.21296488	0.29	-0.0615423	0.934
BCKDHA	-0.08399309	0.448	-0.0542364	0.86725	-0.23119357	0.0407	-0.3270215	0.226
CYB5D2	-0.07331371	0.448	-0.0639102	0.78809	-0.15767612	0.104	-0.4870088	0.00968
HDAC3	-0.05141285	0.448	-0.108458	0.27091	-0.03162172	0.751	-0.1608223	0.285
DPM3	0.12328644	0.448	-0.2000711	0.50841	0.43788717	0.109	-0.5247589	0.155
UCHL5	0.07391584	0.448	0.0204005	0.95416	0.07548917	0.428	0.1300488	0.633
LOC107985876	-0.25040827	0.448	0.0870061	0.94538	0.32651989	0.322	0.7970059	0.273
LOC105373674	-0.11374609	0.448	-0.0044675	0.99323	-0.25821721	0.0483	-0.2372712	0.534
ZDBF2	0.08605237	0.448	-0.1020746	0.76464	-0.04461975	0.74	0.0447558	0.909
NCK1	0.05844984	0.448	0.1104526	0.50902	0.08187708	0.36	0.2372166	0.185
LOC105378964	-0.21750366	0.448	-0.0223893	0.98529	-0.3119748	0.264	-0.6084103	0.378
TMEM171	0.20608075	0.448	-0.0746909	0.93404	0.20122021	0.442	0.3465541	0.586
LOC107986524	-0.1569277	0.448	-0.1744931	0.69045	-0.32051103	0.0945	-0.2690654	0.613
MIR6843	-0.16469495	0.448	-0.3500207	0.41367	-0.80050992	0.000151	-0.909003	0.0924
SMARCC2	-0.05438389	0.448	-0.0976884	0.53922	-0.02334718	0.793	-0.1165258	0.528
PLEKHH3	-0.09692826	0.448	-0.3017881	0.29134	-0.38199646	0.00497	-0.9492063	0.00196
DSC2	0.09773699	0.448	0.0050855	0.99207	0.24659447	0.102	0.6020589	0.0242
SF3A2	-0.11580403	0.448	-0.1490257	0.62484	0.12518439	0.392	-0.5443305	0.081
PLCB4	-0.47485199	0.448	-0.6095736	0.67375	0.03241928	0.965	0.947666	0.575
LINC01727	-0.47201117	0.448	-0.7884567	0.58382	-0.6196582	0.291	-1.1326548	0.485
SNORD159	0.41937404	0.448	-0.7839133	0.40839	-0.50715526	0.336	-1.2491886	0.333
EIF1B-AS1	-0.1435444	0.448	-0.2393144	0.57983	-0.29816178	0.116	-0.3870439	0.413
BOC	-0.37211315	0.448	0.0011995	0.99912	-0.27608499	0.568	0.6425897	0.481
GRINA	-0.09340753	0.448	-0.13989	0.57846	0.07051505	0.63	-0.6359681	0.0273
LOC105376512	-0.12553146	0.448	-0.3684913	0.20581	-0.35987665	0.0328	-0.394778	0.321
LOC112268080	0.22063821	0.449	0.0905061	0.91899	-0.19691535	0.494	0.1073027	0.902
LOC105375513	-0.15261531	0.449	-0.21001	0.6782	-0.12859067	0.485	-0.0744593	0.903
LOC105369689	-0.12002639	0.449	-0.1323482	0.693	-0.37411264	0.0516	-0.6411437	0.0478
PFKFB4	0.22994255	0.449	-0.0613713	0.94247	0.08630266	0.766	-0.0145861	0.988
COL25A1	-0.17374263	0.449	-0.4373837	0.39212	-0.56455683	0.0152	-0.3421043	0.594
UPK1B	-0.52522589	0.449	-1.7233447	0.11854	-1.51326668	0.0134	-0.5306706	0.8
NUDCD1	0.06843538	0.45	0.0637066	0.78374	0.09478492	0.299	0.2184542	0.311
FCF1	0.04783411	0.45	0.1364576	0.17238	0.13677903	0.0264	0.3465917	0.0127
RNF217	0.08438996	0.45	-0.1031256	0.72386	-0.02696269	0.834	-0.1476868	0.683
MICU3	0.11934069	0.45	-0.1188065	0.72115	-0.09668975	0.539	-0.1974354	0.614
CAMTA2	-0.08880078	0.45	-0.1320962	0.58176	-0.07384272	0.502	-0.3710878	0.149
SELENOO-AS1	-0.09987427	0.45	-0.1113597	0.71587	-0.47481679	0.00203	-0.5941101	0.0421
NIPBL-DT	0.09685202	0.45	0.0376053	0.92712	0.06088471	0.643	0.2719324	0.41
RNF130	-0.06676935	0.45	-0.0585737	0.81698	0.01102255	0.939	-0.299412	0.17
NPIPA3	-0.08505079	0.45	-0.1737702	0.44436	-0.17694961	0.143	-0.4341861	0.0898
LOC105373304	-0.17294438	0.45	-0.1706599	0.78979	0.2378533	0.389	-0.5877875	0.339
CARD14	-0.12452782	0.45	0.031614	0.94849	-0.12409397	0.475	-0.2673816	0.463
PHF14	0.0662922	0.45	0.036314	0.88963	-0.10719465	0.273	0.0769879	0.79
CHRNB2	0.08268443	0.45	0.0190827	0.9394	0.00366123	0.977	0.19715	0.349
LOC105375038	0.42429299	0.45	0.9254517	0.46296	0.01142186	0.986	-1.0654485	0.468
CACNA2D1	0.15144517	0.45	0.3521011	0.33075	0.62783323	2.99e-05	1.3662722	3.2e-05
RBFADN	-0.21670683	0.45	0.0387485	0.97177	-0.52972362	0.0667	0.1069157	0.902
GEMIN8	-0.07056958	0.45	-0.0854105	0.68618	0.00428332	0.971	0.0544778	0.835
NID1	-0.09103708	0.451	-0.0495612	0.89071	-0.07934387	0.502	-0.2256567	0.469
MIR4273	0.17792174	0.451	0.0445426	0.95911	-0.19856369	0.418	-0.0754939	0.927
ZNF366	-0.09845426	0.451	-0.0088917	0.98552	0.05207621	0.74	0.1884461	0.578
GMDS	-0.15649751	0.451	-0.0658832	0.93218	0.17559533	0.462	0.2317939	0.752
ISCA1	0.10217435	0.451	0.0889789	0.81706	0.22392852	0.124	0.2776707	0.428
MKX	0.34787862	0.451	0.631535	0.50945	0.36777129	0.397	-0.0525087	0.974
DPAGT1	0.07647857	0.451	0.0812708	0.73151	0.27366534	0.00362	0.3278725	0.122
LOC101929427	-0.27310187	0.451	-0.275093	0.79673	0.30736599	0.55	-0.0750048	0.958
ATP2C2	-0.20060156	0.451	-0.0913548	0.90846	-0.22413759	0.308	0.2146802	0.735
SNORA50C	-0.24186378	0.451	-0.1626461	0.86404	-0.0513142	0.894	-1.1821332	0.191
TMEM147	-0.17374947	0.451	-0.0123306	0.98827	0.19348835	0.354	-0.0370524	0.961
LINC00342	-0.11761066	0.451	-0.0278826	0.96224	-0.10230652	0.583	-0.0541978	0.905
MYO10	-0.08088411	0.451	-0.0175635	0.95959	-0.01948666	0.858	0.1518626	0.588
ALDH1A3	-0.28414932	0.451	-0.3407073	0.61594	0.60541481	0.0382	0.8917741	0.231
ALYREF	0.07835903	0.451	0.0976028	0.68544	-0.15400834	0.116	0.127394	0.65
C18orf54	0.16459236	0.451	0.1878175	0.66309	0.58761651	0.00424	0.8571113	0.0112
ATG16L1	0.05326472	0.451	-0.0207949	0.92345	-0.19841441	0.0281	0.0180369	0.934
LOC107986997	0.11674426	0.451	-0.0751174	0.87842	-0.06213217	0.718	0.0092694	0.985
NDUFA3	-0.12474725	0.451	-0.1903744	0.58279	0.39583182	0.102	-0.4213066	0.29
USP44	0.15393597	0.451	-0.092547	0.87395	0.04331455	0.893	0.4607932	0.351
LOC105374101	-0.14171891	0.451	-0.0187275	0.97911	0.01249323	0.954	-0.2811872	0.562
ZNF282	-0.06026639	0.451	-0.1340447	0.38594	-0.20404718	0.00872	-0.2396477	0.162
PPP1R3D	-0.13882741	0.451	0.3202046	0.52838	0.17931353	0.392	0.3930012	0.413
RGPD3	-0.11073183	0.451	-0.1317809	0.70926	-0.34032391	0.0247	-0.5878464	0.0688
HMGB2	0.11511046	0.451	0.2592898	0.20581	0.26120401	0.0553	0.534209	0.0151
CGRRF1	0.08543595	0.451	0.0288312	0.93643	0.36925852	0.00601	0.4107487	0.0758
HSP90AA1	0.12214178	0.451	0.0876577	0.81574	0.41022656	0.00417	0.5123129	0.13
ZBTB20	-0.06801916	0.452	-0.1204616	0.50191	-0.23647469	0.01	-0.1255945	0.623
CD72	0.22167772	0.452	0.3469849	0.48114	0.14901001	0.545	0.5083148	0.405
LINC00390	-0.1705083	0.452	-0.2795926	0.54038	-0.48028065	0.0637	-0.9798607	0.0839
LOC105371480	0.2393979	0.452	0.4342945	0.38603	0.66706553	0.0149	0.0574469	0.941
LOC105373271	-0.11492193	0.452	-0.1658551	0.55521	-0.54383471	0.00146	-0.6538595	0.0307
RAPGEF2	0.06982407	0.452	-0.0101904	0.97304	-0.18991875	0.0706	-0.1752233	0.418
EDN1	-0.18248525	0.452	-0.2080931	0.61639	0.034733	0.881	-0.3595535	0.425
ZFPM2-AS1	-0.24321554	0.452	-0.1136004	0.90373	0.17592738	0.523	0.3184064	0.705
ACSF3	-0.06621995	0.452	-0.1025141	0.55618	-0.17224296	0.0272	-0.3590181	0.0628
RPS16	-0.15606331	0.452	0.009986	0.98955	0.86649295	0.000395	0.0434753	0.946
TCN2	-0.14102155	0.452	0.0480107	0.93521	-0.13712027	0.445	0.024449	0.969
GPC6-AS2	0.11620687	0.452	0.1294732	0.73986	0.02080249	0.917	0.5091639	0.103
RNF41	-0.05909922	0.452	-0.0894043	0.60834	-0.05328621	0.543	0.0358911	0.895
GTF2IP1	0.04367709	0.452	0.0590517	0.64811	0.12599171	0.101	0.2296917	0.0707
SAMD11	0.1263724	0.452	0.4001601	0.13016	0.66182256	0.000142	0.7887029	0.018
CEP72	-0.09069649	0.452	-0.0789776	0.80652	-0.27301099	0.0286	-0.2108908	0.483
ZNF318	0.06158464	0.452	-0.0839426	0.6664	0.01323391	0.9	-0.1877701	0.343
TP53I13	-0.10743399	0.452	-0.1217525	0.67309	-0.25366023	0.0642	-0.9517142	0.00015
TRIM36	0.15305736	0.452	0.1304755	0.85124	0.17943342	0.421	0.6485002	0.182
LOC105376301	-0.21255342	0.452	0.1808751	0.75408	0.03826788	0.905	-0.5305954	0.432
LOC105371361	0.19971211	0.452	0.1263452	0.85227	-0.25386346	0.441	-0.5980583	0.366
BCRP3	-0.19582286	0.452	-0.1710095	0.80118	-0.2055797	0.426	-0.2158022	0.782
LOC105372976	-0.12713882	0.452	-0.1341217	0.74231	-0.45701187	0.00821	-0.1047673	0.812
SNORA38B	-0.37106382	0.452	0.1703959	0.88815	-0.37006958	0.373	-0.6004524	0.62
MCM2	0.22748928	0.452	0.4964078	0.33023	0.26441958	0.343	1.0145428	0.0963
PCDHGB2	-0.22539585	0.452	-0.3743563	0.54219	-0.34093741	0.19	-0.6125748	0.402
GET4	0.15455058	0.452	-0.0600496	0.92167	0.02467263	0.91	-0.6098818	0.16
ANXA1	0.18266673	0.452	0.2322505	0.61091	0.74872034	0.00244	1.5321076	6.38e-05
LOC105369625	-0.26331418	0.452	-0.4126441	0.56664	-0.39625676	0.173	-1.0340009	0.226
GPM6B	-0.13501932	0.452	-0.065074	0.91455	-0.19219362	0.28	-0.1875222	0.738
EEIG1	0.17232174	0.453	-0.0124718	0.98941	-0.11832394	0.582	-0.4025738	0.488
ASCL1	0.72078826	0.453	0.0910821	0.9792	-1.74748766	0.0408	-0.6045709	0.826
SHPK	-0.08226142	0.453	-0.1386632	0.55885	-0.42289234	0.000395	-0.6129953	0.00965
ZSCAN2	-0.05679994	0.453	-0.1394976	0.43634	-0.19216666	0.00946	-0.2861653	0.0945
FTH1P3	-0.1241303	0.453	-0.0004817	0.99922	0.27799312	0.145	-0.3371385	0.438
FSIP2	0.11834198	0.453	-0.0678734	0.86725	0.1317986	0.488	0.0143835	0.978
GCOM1	-0.06689155	0.453	-0.0192764	0.95699	0.00855509	0.941	0.2210749	0.34
MYLK3	-0.18126594	0.453	-0.2127323	0.71055	-0.3409085	0.158	-0.4083276	0.527
ARL2BP	0.08799242	0.453	0.1873322	0.44856	0.23364477	0.0358	0.3587547	0.236
NDUFA11	-0.09546247	0.453	-0.1340933	0.60808	0.1299204	0.555	-0.4225979	0.109
CCNT2	0.06551579	0.453	0.01462	0.95755	-0.04331429	0.653	0.0142237	0.959
PRPS2	0.0764178	0.453	0.0463879	0.83482	0.12753096	0.143	0.2394791	0.207
LOC107986838	0.20506616	0.453	-0.0194245	0.9865	0.18512453	0.443	-0.0528266	0.955
MMP7	-0.42546213	0.453	0.2651492	0.88058	1.10744117	0.0351	4.7992066	0.000347
ARPIN	0.0817146	0.453	0.0222513	0.95347	0.09422781	0.331	0.2450603	0.34
PSPH	0.11780504	0.453	0.0530011	0.90634	0.2659314	0.0799	0.192341	0.613
EIF4E2	-0.04509808	0.453	-0.0333084	0.83827	0.09998933	0.157	0.0370303	0.844
WDR27	-0.08002208	0.453	-0.1429784	0.47322	-0.25924044	0.0305	-0.3083841	0.17
ANXA8L1	-0.46665165	0.453	-0.6850476	0.59007	-0.14739809	0.818	1.5689603	0.278
LOC112268090	-0.3320055	0.453	0.0780942	0.95416	-0.2200766	0.58	-0.4540314	0.69
STBD1	0.13369326	0.453	0.1342904	0.6782	0.01269685	0.942	-0.1527838	0.655
OR2A1	-0.20066738	0.453	-0.2964417	0.59668	0.11867023	0.659	-0.0734489	0.93
PROCR	-0.14466572	0.453	0.1608636	0.71049	0.48688154	0.0684	0.8719745	0.0405
HIGD1A	0.1128444	0.453	0.2055647	0.47116	0.35078065	0.0043	0.2200002	0.518
LOC101927759	0.22478928	0.453	0.2109896	0.76806	-0.17258162	0.6	-0.6843582	0.363
NFASC	0.2147154	0.453	0.0694639	0.93901	0.99073456	5.66e-05	0.9301284	0.122
PLEKHA8P1	0.12575453	0.453	0.1428788	0.69045	0.26544577	0.124	0.3715214	0.325
MZF1	-0.09496351	0.453	-0.172004	0.53513	-0.29077621	0.00903	-0.4209311	0.192
PAXIP1-AS2	0.07093023	0.453	0.0405663	0.87991	-0.04042978	0.715	-0.0428039	0.895
CHCHD2	-0.09326811	0.454	-0.0746249	0.82413	0.25076557	0.165	-0.122777	0.737
NOC4L	0.11114545	0.454	0.040087	0.92513	-0.07735286	0.582	-0.2022556	0.565
PRCP	0.0968522	0.454	0.2083086	0.37552	0.31774267	0.0127	0.4375441	0.126
HLA-B	0.1671938	0.454	0.4103408	0.22631	0.24317248	0.137	1.0014894	0.00978
MRPS2	-0.06638893	0.454	-0.0906425	0.59456	0.05645306	0.61	-0.4639839	0.0041
CDC42BPA	0.08709741	0.455	-0.0541332	0.83974	-0.06792966	0.569	-0.3390698	0.155
LOC105371168	-0.19035182	0.455	-0.0988422	0.88607	-0.30203597	0.16	-1.0750313	0.0653
LRRC39	0.10986509	0.455	0.0342923	0.94305	-0.05626941	0.732	0.01291	0.982
IMPDH2	-0.0683559	0.455	-0.0268337	0.92451	0.08442087	0.445	0.1230554	0.623
LOC100128494	-0.05905787	0.455	-0.1028238	0.60104	-0.5314135	0.000319	-0.1987011	0.318
CORO7	-0.10290996	0.455	-0.0022726	0.99631	-0.08072854	0.596	-0.2980388	0.405
LOC105372706	-0.18163067	0.455	-0.216215	0.70826	-0.72137955	0.00166	-0.3660269	0.541
CEND1	-0.20224388	0.455	-0.3195151	0.58012	-0.76455716	0.0031	-0.7950656	0.235
WDTC1	-0.08026387	0.455	-0.1062473	0.66597	-0.0568256	0.625	-0.384364	0.142
GABARAPL2	-0.09232182	0.455	0.0797522	0.78979	0.30374152	0.0258	0.1461624	0.663
CD7	0.2189149	0.455	0.1184518	0.86575	0.115356	0.663	-0.1365866	0.866
TEX52	-0.21987093	0.455	0.0299153	0.97876	-0.35754244	0.219	-0.1260919	0.885
LOC105378780	-0.33111992	0.455	-0.3060577	0.80246	-1.22485193	0.00362	-0.0344698	0.982
TSNARE1	-0.11328982	0.455	-0.1522792	0.59007	-0.37284505	0.00433	-0.7703883	0.00461
NMNAT3	-0.09783179	0.455	-0.0871228	0.79733	-0.20976497	0.0825	-0.2318957	0.484
AQP4	-0.47405531	0.455	0.4383779	0.46907	0.77092085	0.00363	1.0898085	0.0947
WDR36	0.06154669	0.456	0.0486749	0.82413	-0.00430424	0.965	0.0207344	0.939
FLI1	0.09377094	0.456	0.2087127	0.33088	0.26211949	0.0933	0.6376122	0.00523
ZNF641	-0.04740308	0.456	-0.0387158	0.79673	0.07195	0.274	0.1407466	0.256
VPS26B	-0.06138889	0.456	-0.0789085	0.65817	0.04566843	0.63	-0.1818747	0.356
LRRC34	-0.08800981	0.456	-0.0456933	0.87785	-0.08618663	0.404	0.1088589	0.702
CSRP1	-0.10246374	0.456	-0.1003894	0.76826	-0.07147457	0.569	-0.1667978	0.611
ETFDH	0.09456066	0.456	-0.0823278	0.79497	-0.02073807	0.919	-0.1701703	0.643
TBC1D3P1-DHX40P1	-0.06087373	0.456	0.0021688	0.99323	0.06746857	0.392	0.2153481	0.213
SRI	0.11192652	0.456	0.2165914	0.51903	0.26789411	0.0758	0.3617837	0.199
UBTD1	-0.13511134	0.456	-0.2524096	0.48397	-0.01503878	0.949	-0.3232986	0.509
PANK4	-0.08373362	0.456	-0.0793753	0.7974	-0.26990468	0.00637	-0.1986429	0.488
USHBP1	-0.12425111	0.456	-0.1614057	0.69241	-0.16620708	0.293	-0.3847699	0.375
LOC112268294	-0.16344984	0.457	-0.2396359	0.54919	-0.42071764	0.038	-0.8649218	0.0835
HARBI1	0.10408085	0.457	0.1246922	0.70603	0.16685769	0.202	0.2317728	0.51
ZNF423	-0.23118751	0.457	-0.1914456	0.84444	-0.33991313	0.278	-0.3297161	0.764
LOC730668	-0.23849948	0.457	-0.3742301	0.60808	-0.26682602	0.39	0.2646564	0.756
LCOR	0.0522235	0.457	-0.0118644	0.95801	0.04979832	0.581	-0.0182486	0.935
LOC101927060	-0.05615231	0.457	-0.0925795	0.53763	-0.10379532	0.157	-0.134918	0.428
DDX11L16	-0.16388811	0.457	-0.0833813	0.89073	-0.00787519	0.977	-0.0437637	0.95
LOC105370721	-0.33537389	0.457	-0.0225271	0.98945	-0.63688981	0.143	-2.2500263	0.0144
UBE2F	0.08746247	0.457	0.0939597	0.67838	0.29782899	0.0116	0.1657303	0.506
STYXL1	-0.09845029	0.457	-0.1319828	0.68615	0.11369294	0.442	-0.2295564	0.561
CREM	0.08112458	0.457	0.1821048	0.35188	0.21651437	0.0447	0.4249856	0.0852
ANAPC1P2	-0.09104883	0.457	-0.139794	0.56186	-0.27405064	0.00718	-0.4912937	0.0502
PRR18	-0.29236121	0.457	-0.4148254	0.49194	0.20924966	0.432	-0.2342486	0.759
NTAQ1	0.0901351	0.457	0.0181681	0.95804	0.00804966	0.946	0.0710602	0.811
ALS2	-0.04996788	0.457	-0.0831413	0.58414	-0.25335043	0.00407	-0.2734633	0.101
CD63-AS1	-0.12096254	0.457	-0.009525	0.9874	0.13144453	0.427	0.0261623	0.965
