Symbol	Steatosis_1_vs_control	Steatosis_1_vs_control_pvalue	Steatosis_2_vs_control	Steatosis_2_vs_control_pvalue	Steatosis_3_vs_control	Steatosis_3_vs_control_pvalue
EML6-AS1	0.4013826	0.349	0.31073591	0.49	0.52584326	0.195
OSBPL10	0.1823165	0.349	0.22876325	0.306	0.19148469	0.261
LOC105374914	-0.3937758	0.349	-0.20203524	0.678	-0.49439452	0.211
SHARPIN	0.1577468	0.349	0.13775913	0.36	0.28512704	0.122
BLOC1S1-RDH5	-0.1534184	0.349	-0.15031059	0.482	0.19420548	0.594
SMG6	-0.0953856	0.349	-0.16816591	0.0405	-0.14507451	0.496
MRGBP	0.1419818	0.349	0.1601231	0.316	0.29881268	0.0843
CRHBP	0.2768352	0.349	0.33097888	0.317	0.42277437	0.147
KXD1	0.1045442	0.349	0.17505028	0.12	0.27826772	0.172
MSL1	0.0937984	0.349	0.09291366	0.211	0.12134073	0.378
LRRC28	-0.1385717	0.35	-0.1746412	0.339	-0.25903967	0.00759
ZNF800	-0.1029801	0.35	-0.0570513	0.608	-0.12176053	0.283
RAB39A	0.4077283	0.35	0.50830049	0.0805	0.51158418	0.295
NEIL1	-0.1626518	0.35	-0.20079388	0.152	-0.2030566	0.197
ZCCHC2	-0.1618332	0.35	-0.17259768	0.0825	-0.15861724	0.248
LOC112268318	-0.4044075	0.35	-0.15556127	0.8	-0.33003779	0.589
TNFAIP8L2-SCNM1	0.2507481	0.35	0.17351265	0.323	0.18910482	0.448
INPP4A	0.1099798	0.35	0.07218802	0.516	0.1047192	0.388
LARS2	0.1416889	0.35	0.11876077	0.332	0.04446681	0.822
LOC102467217	-1.1854614	0.35	-1.21640103		-1.01421533	0.41
LOC105376626	-0.5167694	0.35	-0.50477431		-0.57438841	0.251
ARL2	0.3864976	0.35	0.27491437	0.283	0.41987047	0.241
PDP2	-0.32138	0.35	0.02470833	0.966	0.02986147	0.96
L3MBTL4-AS1	-0.2363382	0.35	-0.3373077	0.0275	-0.41024666	0.152
KLHL13	-0.3318728	0.35	-0.30425352	0.283	-0.12276099	0.735
PDIA5	-0.1712343	0.35	-0.21732439	0.233	-0.3013193	0.176
BOK	-0.2285705	0.35	-0.1725511	0.535	0.00721628	0.983
MROH9	0.8565043	0.35	1.2852635	0.162	1.31229068	0.22
RHCE	0.1383881	0.35	0.24546131	0.191	0.27145826	0.264
STX17	0.1764749	0.35	0.16902839	0.362	0.10221242	0.637
LOC151760	-0.443294	0.351	-0.48606722			
VRK3	0.1515496	0.351	0.1458757	0.195	0.28333002	0.0228
TOR3A	0.2607626	0.351	0.19849115	0.501	0.39388731	0.0991
UTP25	-0.1200236	0.351	-0.10505258	0.335	-0.13558961	0.403
ENTPD7	0.2215318	0.351	0.24991178	0.24	0.27031585	0.148
OR52W1	0.4607439	0.351	0.53829995		0.4041126	0.466
LINC02747	1.3901745	0.351	1.68675112			
NDUFAF8	0.2636745	0.351	0.27461701	0.229	0.59019478	0.124
SLC44A3-AS1	0.4779728	0.351	0.69562487	0.133	0.42929196	0.388
CASC9	1.6340943	0.351	1.70898699			
MRE11	-0.1296452	0.351	-0.08431294	0.541	-0.11995815	0.279
C2orf42	-0.143818	0.351	-0.12807995	0.482	0.01570039	0.941
CEBPB-AS1	-0.2975855	0.351	-0.27049229	0.22	-0.2626356	0.324
LOC101927019	0.2437848	0.351	0.17419493	0.462	0.12151973	0.714
LOC107985506	0.8283969	0.352	0.8855615		1.22883031	0.0792
LOC101928326	-0.6590985	0.352	-0.36816479		-0.58817168	0.344
DBH	-0.372101	0.352	-0.54074775	0.129	-0.36931706	0.387
UBQLN3	-0.5748078	0.352	-0.47145056		-0.9513491	0.193
ZNF567-DT	-0.2655038	0.352	-0.28347005	0.208	-0.36856246	0.179
CCDC22	0.1709895	0.352	0.13896512	0.451	0.20466818	0.263
ZNF701	-0.1960398	0.352	-0.16863439	0.437	-0.16489133	0.535
GAS8	-0.1318584	0.352	-0.21048502	0.109	-0.29218648	0.081
HLA-L	0.5099365	0.352	0.4504982	0.198	0.18555869	0.724
LOC107986825	0.9309813	0.352	0.74092089		1.34818004	0.0968
LILRB4	0.3662544	0.352	0.56929275	0.0406	0.64714219	0.115
NOL4L	-0.1506906	0.352	-0.16408411	0.304	-0.17312898	0.446
FAM193A	-0.1039128	0.352	-0.15505485	0.103	-0.16788856	0.38
CD84	0.3219463	0.352	0.45953235	0.0574	0.5459508	0.131
BHMT	-0.3553773	0.352	-0.32916741	0.397	-0.26922377	0.449
LDLRAD3	0.3640896	0.352	0.37889944	0.266	0.37100547	0.228
LINC00402	-0.3755054	0.353	-0.242073	0.683	-0.78974219	0.0154
PCDHGC4	-0.2384159	0.353	-0.18865597	0.434	-0.17013608	0.625
LYRM9	-0.1708763	0.353	-0.19436739	0.251	-0.22834422	0.141
LOC101929234	-0.4541321	0.353	-0.59328461		-0.36640397	0.432
TBC1D3K	-0.2027163	0.353	-0.27564475	0.164	-0.28690184	0.313
ZNRF2	-0.166681	0.353	-0.10958532	0.432	-0.06149153	0.718
GABPA	-0.1417008	0.353	-0.09121598	0.513	-0.07188797	0.612
SHROOM2	-0.2017769	0.353	-0.28729339	0.129	-0.27365155	0.29
HUWE1	-0.0911091	0.353	-0.1270815	0.157	-0.13041494	0.51
SRRM1	-0.0983805	0.353	-0.07709117	0.373	-0.0927051	0.503
LOC107985906	-0.3337446	0.353	-0.42264905	0.143	-0.31461421	0.399
BAZ2A	-0.1315919	0.353	-0.12536851	0.218	-0.12356494	0.565
CLYBL-AS3	0.164949	0.353	0.10747136	0.661	0.07974295	0.751
PLPP1	0.1723012	0.353	0.19316461	0.29	0.28142465	0.22
SERPINA11	-0.3030866	0.353	-0.16824583	0.572	-0.23618248	0.475
SAA1	0.9777486	0.353	0.92252628	0.212	1.19873482	0.162
E2F8	1.0971593	0.353	0.24968909		0.93496117	0.225
GNRHR2	0.1269858	0.353	0.15530209	0.165	0.10950687	0.527
HSPA6	0.4413729	0.353	0.64551863	0.0841	0.4703483	0.182
TMEM9B	0.1725858	0.353	0.27760572	0.0551	0.34835936	0.107
CDC6	0.6114259	0.353	1.13124126	0.0501	1.06009932	0.0763
LOC105376001	-0.3195834	0.353	-0.19455241	0.535	-0.49722381	0.0967
TSG101	0.1188438	0.353	0.19790278	0.0524	0.26909884	0.197
PSMD4	0.1130882	0.353	0.13240889	0.239	0.24510478	0.13
LOC107986675	0.5460521	0.353				
CFAP20DC-DT	-0.2721461	0.354	-0.39170453	0.146	-0.1908807	0.649
SLAIN2	-0.1241034	0.354	-0.06824357	0.529	-0.06465273	0.617
CCL28	-0.515945	0.354	-0.52906669	0.243	-0.6248373	0.264
SLC4A4	-0.1807783	0.354	-0.15377449	0.369	-0.06868921	0.791
PLK2	0.2525322	0.354	0.17794995	0.498	0.23009331	0.4
TMEM9	0.1449929	0.354	0.19832263	0.173	0.27677607	0.178
ZFP3	0.3067791	0.354	0.16549856	0.645	0.18476048	0.613
FABP3	0.2192621	0.354	0.23332257	0.328	0.28986781	0.366
KCNH1	0.3230111	0.354	0.27104715	0.322	-0.03455273	0.949
HLA-DOA	0.4270086	0.354	0.52332519	0.0825	0.43872961	0.3
SMNDC1	-0.1463175	0.354	-0.09051747	0.474	-0.07951508	0.593
BIVM	0.1013862	0.354	0.11900614	0.317	0.05277034	0.679
LINC00923	-0.5148173	0.354	-0.45705096	0.456	-0.7816229	0.238
LILRA1	0.3742825	0.354	0.44673914	0.0577	0.63910743	0.0388
CLIC4	-0.1377577	0.354	-0.10697015	0.457	-0.16961155	0.205
METTL14-DT	-0.3915373	0.354	-0.21152512		-0.13814081	0.802
SUMO4	0.2978011	0.354	0.22400921	0.374	0.60633697	0.00237
TCP1	0.1778846	0.354	0.23820312	0.183	0.12003801	0.585
SAC3D1	0.2765095	0.354	0.13142039	0.653	0.33309035	0.332
CASP1	0.3147853	0.354	0.34585488	0.183	0.4132294	0.153
HCAR3	0.4335691	0.354	0.46422823	0.193	0.47866231	0.323
LMO7	-0.1361095	0.354	-0.19689216	0.179	-0.31998346	0.0626
TERF2IP	0.0898755	0.354	0.05247711	0.596	0.0440337	0.679
PCNA-AS1	0.2897114	0.354	0.36052966	0.131	0.53843391	0.0997
CITED2	-0.1952684	0.354	-0.11068047	0.564	-0.24398251	0.267
UBAP1	0.1056597	0.355	0.13053898	0.255	0.19146771	0.145
TTYH2	0.2955932	0.355	0.24781179	0.346	0.22249623	0.454
RETREG2	0.1147019	0.355	0.08755973	0.381	0.14390002	0.227
SPP2	-0.2490255	0.355	-0.15322355	0.57	-0.02391863	0.962
CD180	0.3697797	0.355	0.43789415	0.103	0.39672145	0.357
FAM107B	0.1536329	0.355	0.1775443	0.051	0.20408948	0.00771
GSTM2	1.0865821	0.355	0.59011405	0.613	0.23458499	0.872
ARF6	0.1013836	0.355	0.21751498	0.0409	0.19001244	0.065
MIR378H	-0.4122732	0.355	-0.36741189	0.454	-0.5725192	0.328
ADD3	-0.1968502	0.355	-0.14654627	0.437	-0.17047445	0.323
GNA15	0.4322475	0.355	0.47506927	0.328	0.41190456	0.367
PIWIL4-AS1	0.4145642	0.355	0.2643547	0.557	0.2370649	0.582
TNFRSF1B	0.2074376	0.355	0.24342808	0.182	0.18572038	0.393
ERMAP	-0.1267084	0.355	-0.12989092	0.251	-0.16797701	0.0909
TFB2M	0.1428286	0.355	0.26270018	0.065	0.22869925	0.326
LOC102724720	-0.5111248	0.355	-0.30745513	0.445	-0.5964853	0.166
TGFBI	0.2629067	0.355	0.39800794	0.145	0.40305755	0.118
TTC41P	-0.2269616	0.355	-0.23323626	0.361	-0.29220364	0.252
FTCD-AS1	-0.280638	0.355	-0.13539849	0.68	-0.1757061	0.447
TMEM184B	0.1980916	0.355	0.26241432	0.265	0.36182782	0.108
CNRIP1	0.235887	0.355	0.26580489	0.356	0.24160595	0.512
MAN2A1	-0.1244986	0.355	-0.12607393	0.187	-0.21728945	0.0528
TIFAB	0.4340562	0.355	0.50314252	0.277	0.565521	0.292
LOC105370461	-0.1930986	0.355	-0.20603842	0.356	-0.24981381	0.258
FANCM	0.1442147	0.355	0.10535462	0.512	0.13918126	0.317
PUM2	-0.1171093	0.355	-0.09069762	0.398	-0.10198105	0.333
BBS12	0.3135471	0.355	0.29487214	0.322	0.21824216	0.507
SEPTIN7-DT	-0.3129818	0.355	-0.18467221	0.484	-0.18866469	0.653
LOC105369299	-0.4309204	0.355	-0.57348718		-0.33331871	0.487
PLG	-0.1439251	0.355	-0.18719869	0.37	-0.2720988	0.00448
NUP205	0.1037484	0.355	0.09898151	0.159	-0.00075252	0.997
CLN6	0.165965	0.355	0.21746599	0.0669	0.18369006	0.252
EIF2A	-0.112107	0.355	-0.06447771	0.548	-0.05395762	0.762
LRRC56	-0.3543959	0.355	-0.25672247	0.401	-0.15815658	0.651
HNRNPA1	0.1734403	0.356	0.21327919	0.16	0.16127589	0.309
SGK2	0.2577879	0.356	0.14558706	0.682	0.43894821	0.214
SRGAP3-AS3	-0.3980922	0.356	-0.60447594		-0.62305959	0.168
FZD3	0.323462	0.356	0.22803815	0.457	0.33486857	0.241
SEC23IP	0.1030377	0.356	0.12554405	0.109	0.05208978	0.631
TIRAP-AS1	-0.1750781	0.356	-0.13072696	0.441	-0.28320413	0.19
EPSTI1	0.5939419	0.356	0.40666813	0.155	0.48054618	0.2
RILPL2	-0.1507553	0.356	-0.13970115	0.411	-0.14718308	0.595
DACT1	0.4065746	0.356	0.30005536	0.5	-0.00713176	0.989
PINK1-AS	0.1680292	0.356	0.16188028	0.244	0.25232132	0.147
RNA28SN1	-0.4257658	0.356	1.02956309	0.296	0.76492145	0.385
DNPEP-AS1	-0.4546008	0.356	-0.48328871		-0.44253028	0.427
TMEM144	0.3230235	0.356	0.54157178	0.0627	0.50789837	0.147
SLC16A10	-0.3085168	0.356	-0.39480339	0.247	-0.59409346	0.0215
LOC100996740	0.2488003	0.356	0.20044022	0.396	0.43510816	0.137
CAMKMT	-0.1167863	0.356	-0.10089049	0.414	-0.24464366	0.0547
PUS10	-0.1346497	0.356	-0.14127963	0.187	-0.13302585	0.279
LOC100286922	-0.312669	0.356	-0.20617032	0.53	-0.32329298	0.362
MPEG1	0.3001691	0.356	0.32510907	0.116	0.32221782	0.369
IKBIP	0.2867015	0.356	0.49298017	0.0646	0.53035994	0.0953
FAM185A	-0.0963619	0.356	-0.14791468	0.191	-0.17801138	0.0392
LOC105375126	-0.2316948	0.356	-0.27091883	0.306	-0.34396779	0.422
DNAJC30	0.1836053	0.356	0.18397164	0.356	0.30252871	0.206
PCCA-DT	-0.2445123	0.356	-0.14053154	0.53	-0.21298899	0.302
KLB	0.2876822	0.356	0.27968899	0.371	0.36947681	0.271
SNRPD1	0.1640309	0.356	0.20753575	0.162	0.21724667	0.28
PRXL2C	0.2161986	0.356	0.18466013	0.389	0.2953505	0.235
PLEKHH2	-0.2456608	0.357	-0.42701629	0.0451	-0.40562865	0.126
CYP4F11	-0.1931853	0.357	-0.14336298	0.419	-0.19290139	0.3
LOC107986163	0.4521027	0.357	0.56551678	0.22	0.48233334	0.279
LOC107984621	-1.1009668	0.357	-0.43299785			
GTPBP1	-0.1167765	0.357	-0.15551605	0.161	-0.26922386	0.099
DOK1	0.2626907	0.357	0.3290174	0.276	0.33439438	0.258
NTS	0.872615	0.357	0.76310486	0.423	1.21980729	0.102
RNF157-AS1	0.68461	0.357				
LOC105375530	-0.2216644	0.357	-0.29800365	0.135	-0.31951221	0.339
KIFC3	0.215952	0.357	-0.0054511	0.984	0.13501149	0.693
LINC02193	-0.3199067	0.357	-0.32316612	0.172	-0.33226589	0.218
CD44	0.3103882	0.357	0.37127766	0.201	0.41467097	0.278
RCOR1	0.080115	0.357	0.07950115	0.309	0.0687974	0.621
RAB26	0.2840239	0.357	0.18027152	0.622	0.25076435	0.345
H3C12	0.7281308	0.357	0.96660248		1.21959012	0.0532
LINC00865	0.28988	0.357	0.15914337	0.7	-0.04827006	0.913
RSL24D1	-0.1327305	0.357	-0.02139875	0.922	-0.01031851	0.974
TMCC2	0.7831658	0.357	0.29657446		0.20163338	0.768
TRMT12	0.1152255	0.357	0.10964953	0.339	0.09424368	0.592
LOC105377310	-0.3917865	0.357	-0.63465219	0.152	-0.34689643	0.474
SEC14L1P1	-0.1639529	0.358	-0.23560012	0.132	-0.39723313	0.13
MLH3	-0.0953552	0.358	-0.12272127	0.223	-0.16020374	0.237
LOC105369559	-0.7269108	0.358	-0.88073274			
BRD9	-0.1194441	0.358	-0.15810784	0.131	-0.14288447	0.417
TMEM63B	0.1991153	0.358	0.07874933	0.765	0.24340766	0.278
LOC100101148	-0.2533401	0.358	-0.2032885	0.447	-0.12774065	0.719
LINC03026	0.7018963	0.358	0.62370971			
LOC105370613	-0.5802638	0.358	-0.54291835	0.281	-0.58199589	0.184
NEURL2	-0.2373962	0.358	-0.23764838	0.34	-0.37443968	0.16
PRDX4	0.1364522	0.358	0.26207344	0.0728	0.5129559	0.131
TMEM187	0.2257467	0.358	0.20459763	0.279	0.23345993	0.405
NASP	-0.1001916	0.358	-0.15189519	0.126	-0.2406919	0.136
LOC100132356	-0.1695051	0.358	-0.18340281	0.214	-0.21996568	0.233
PAPOLG	0.1306859	0.358	0.12075582	0.41	0.11387931	0.372
PRICKLE2-AS2	-0.4085734	0.358	-0.40523468		-0.21012843	0.75
GPSM3	0.2558868	0.358	0.34454776	0.18	0.50747114	0.167
DRAM2	0.1768014	0.358	0.21825698	0.335	0.31948551	0.151
CLASP1	-0.1063958	0.358	-0.16904457	0.0228	-0.30421262	0.0214
MTA2	0.1140639	0.358	0.13395946	0.218	0.1350212	0.331
TAS2R10	0.3265313	0.358	0.36651644	0.251	0.12287647	0.769
IGHV3-74	0.8197655	0.358	0.78171716	0.179	0.97064369	0.226
HTR2B	0.2021143	0.358	0.33299406	0.191	0.18947962	0.137
IGF2-AS	-0.3172468	0.358	-0.32738175	0.305	-0.21926189	0.595
POLE2	-0.2644945	0.358	-0.09424298	0.783	-0.22276903	0.533
PIGS	0.1611571	0.358	0.09589721	0.504	0.1092155	0.448
PAM	0.3861424	0.358	0.22825746	0.338	0.13384062	0.576
MARCKS	0.2987728	0.358	0.4630735	0.191	0.42333897	0.162
ATP6V1E2	0.2385983	0.358	0.31285447	0.236	0.5408309	0.0975
GTF2I-AS1	0.0779954	0.358	0.06863505	0.408	0.06116065	0.732
ANXA8L1	0.8636212	0.358	-0.06421312	0.938	0.53553902	0.49
TIMP2	0.2148812	0.358	0.27746299	0.372	0.12722359	0.621
ENPP5	0.6270551	0.358	0.46148289	0.526	0.46786951	0.305
WSB2	0.1475342	0.358	0.23118903	0.144	0.31202983	0.034
GPATCH1	-0.1278907	0.358	-0.1022565	0.351	-0.07377398	0.528
COL18A1	-0.1938384	0.358	-0.23866328	0.213	-0.18861328	0.512
KIAA1671	-0.1588049	0.358	-0.07416662	0.645	-0.04911762	0.818
FNTA	0.0832712	0.359	0.14673374	0.168	0.16461594	0.263
RB1-DT	-0.3043253	0.359	-0.21725994	0.536	-0.34977721	0.364
SNX22	0.1783758	0.359	0.26082852	0.0954	0.32169503	0.146
ELAVL1	0.1821816	0.359	0.26855777	0.0608	0.33912624	0.105
DPP10	0.6692646	0.359	0.34290806		0.87775891	0.16
TWF2	0.3841485	0.359	0.26614376	0.2	0.34396146	0.11
NECAB2	-0.5275399	0.359	-0.60308403	0.161	-0.62788298	0.257
LOC101929609	0.2831327	0.359	0.23005083	0.363	0.31921349	0.2
LOC112268317	-0.2720203	0.359	-0.29347938	0.391	-0.32560158	0.52
CEP350	0.0871763	0.359	0.03023918	0.671	-0.03034914	0.834
TIMD4	0.5929908	0.359	0.39457884	0.495	0.34988655	0.684
MSR1	0.4180817	0.359	0.73424578	0.00966	0.83536058	0.0502
MFF	0.0856337	0.359	0.09796981	0.251	0.15293363	0.448
FUZ	-0.1838189	0.359	-0.20722191	0.273	-0.12965625	0.614
SNORA71E	0.5495777	0.359				
ROR2	0.7036219	0.36	0.23367136		0.25869529	0.73
STPG1	0.2655046	0.36	0.37794441	0.17	0.42348529	0.136
LOC101927377	-0.2133423	0.36	-0.17333689	0.449	-0.1208454	0.686
ZNF660-ZNF197	-0.0909245	0.36	-0.05828587	0.557	-0.13868776	0.24
LRRC39	-0.2001009	0.36	-0.24748843	0.126	-0.15801162	0.462
CCNL1	-0.148639	0.36	-0.16110292	0.184	-0.18669793	0.176
NBPF19	0.0967286	0.36	0.03936378	0.827	-0.03444984	0.861
SNHG3	0.2119424	0.36	0.15246041	0.343	0.18877543	0.313
TOGARAM2	0.5235631	0.361	0.22664379	0.587	0.24174073	0.6
TMEM68	-0.1353894	0.361	-0.11541507	0.323	-0.13746822	0.303
FNIP1	-0.144801	0.361	-0.15317148	0.15	-0.21201829	0.209
WASH2P	-0.1757844	0.361	-0.30343491	0.0198	-0.1952454	0.279
LRRC3-DT	-0.3556502	0.361	-0.45722748		-0.46381313	0.322
H6PD	-0.2018319	0.361	-0.15822149	0.318	-0.27807459	0.227
ANGPTL7	0.2203299	0.361	0.14920778	0.579	0.13856814	0.691
FEM1A	0.4068823	0.361	0.18409178	0.158	0.15448437	0.315
ELAVL4	0.5821515	0.361	0.40944229			
DESI1	0.1641757	0.361	0.24456382	0.0827	0.36567465	0.0716
TNFRSF4	0.5431649	0.362				
C1orf21	-0.3074602	0.362	-0.38713156	0.16	-0.40389784	0.111
LOC105374981	-0.2674119	0.362	-0.16432572	0.625	-0.18787514	0.603
GPR61	-0.3854621	0.362	-0.65415801			
GRAP	0.2510778	0.362	0.10186595	0.614	0.3664332	0.103
ARMC1	0.1024211	0.362	0.16750601	0.143	0.10772262	0.233
LOC107986358	-0.3385031	0.362	-0.19595787	0.689	-0.40537658	0.345
BNIP3L	0.1305607	0.362	0.22794213	0.0926	0.20771885	0.158
SPRY3	-0.1460679	0.362	-0.13862305	0.392	-0.0953708	0.624
PLAA	0.1316002	0.362	0.19396636	0.114	0.21763929	0.103
ZNF480	-0.1181578	0.362	-0.07232901	0.577	-0.07237336	0.674
EOLA2-DT	-0.2143684	0.362	-0.34617016	0.0267	-0.38591974	0.131
CFLAR	-0.0725417	0.362	-0.08949177	0.259	-0.15027041	0.26
SLC1A3	0.4549025	0.362	1.09432059	0.0318	0.70450536	0.187
LZTS1	0.3425137	0.362	0.17516357	0.702	0.41321766	0.214
PSENEN	0.1613376	0.362	0.29476497	0.0299	0.61725155	0.113
NUDT17	-0.1911122	0.362	-0.05501143	0.811	-0.09851395	0.711
LOC105377459	-0.520197	0.363	-0.54088501	0.258	-0.63505989	0.221
GNAI3	0.1275006	0.363	0.20400477	0.03	0.13663436	0.2
PELI1	-0.1560797	0.363	-0.150747	0.415	-0.23725615	0.17
RREB1	-0.1594446	0.363	-0.0426185	0.857	-0.1259636	0.527
KMT2C	-0.0828456	0.363	-0.10460079	0.216	-0.11785821	0.459
CSDC2	-0.6611675	0.363	-0.73232232			
CLTRN	0.2449606	0.363	0.25059995	0.47	0.58568488	0.0909
HDX	0.2965821	0.363	0.26662218	0.206	0.34361858	0.0597
GLB1	0.1280778	0.363	0.15071629	0.0847	0.1893568	0.142
ZNF501	-0.2391595	0.363	-0.10701596	0.75	-0.0899823	0.79
MIR6852	0.2038257	0.363	0.18921964	0.425	0.04301061	0.896
CDK5RAP1	0.1193187	0.363	0.11068768	0.373	0.11226931	0.435
CAMK2D	-0.1321048	0.363	-0.19628582	0.0773	-0.26714643	0.0111
ERN1	-0.1429947	0.363	-0.0996106	0.397	-0.20449868	0.273
TTC4	0.1259464	0.363	0.18606925	0.172	0.12739954	0.308
PDZD2	0.195559	0.363	0.00801254	0.974	0.08983388	0.714
SEPTIN8	0.2104552	0.363	0.24009868	0.338	0.05087496	0.72
IPPK	0.1221998	0.363	0.06328357	0.706	0.13710649	0.439
CAMK2G	0.1613002	0.363	0.06044293	0.672	0.11681983	0.293
ANXA2	0.4821059	0.363	0.79749165	0.0944	0.69915305	0.108
EIF3C	-0.2135439	0.363	-0.25086096	0.23	-0.26769882	0.228
GPR4	-0.3378434	0.363	-0.27562005	0.466	-0.0296916	0.964
LOC105374790	0.3017333	0.363	0.33128357	0.281	0.15538771	0.701
RGS19	0.2802662	0.363	0.3865008	0.135	0.43110959	0.161
LOC107985972	0.4865281	0.363	0.34996084		0.66425672	0.174
MESTIT1	-0.3111586	0.363	-0.28977512	0.335	-0.48268589	0.274
ELL3	0.2034914	0.363	0.36309639	0.0475	0.31449167	0.143
SH3BP1	0.3353354	0.363	0.28110015	0.295	0.45211966	0.0993
ABL1	0.1065064	0.363	0.04960071	0.634	0.00461909	0.983
CYRIA	0.2073307	0.364	0.17984056	0.3	0.20971245	0.289
CCR5	0.363866	0.364	0.51240753	0.195	0.70230783	0.0907
LOC101927179	-0.2466968	0.364	-0.23932563	0.261	-0.25151731	0.328
GASK1B-AS1	0.2306353	0.364	0.31460257	0.339	0.21290812	0.547
LOC107984251	0.3453883	0.364	0.23719782	0.2	0.19168866	0.476
HSBP1	0.1098654	0.364	0.21246801	0.0581	0.32798576	0.143
LOC102724584	0.6238586	0.364	1.18837563	0.029	1.13626318	0.0641
POU2F1	-0.1359319	0.364	-0.14573492	0.176	-0.22306336	0.114
COX17	0.1204079	0.364	0.14296962	0.39	0.39197302	0.224
ZKSCAN5	0.1051	0.364	0.09735769	0.325	0.06996628	0.636
LRRC9	0.299471	0.364	0.23076248	0.608	0.24959391	0.398
LINC01145	0.204915	0.364	0.1780227	0.434	0.28586282	0.113
RSF1	-0.089785	0.364	-0.09137915	0.341	-0.09051335	0.146
ZNF512	0.0874979	0.364	0.06840146	0.459	-0.04884084	0.742
RXYLT1	-0.1074265	0.364	-0.00959672	0.945	-0.03133154	0.876
PGM2	0.2522641	0.364	0.37759473	0.102	0.40825622	0.199
LOC285889	-0.6053608	0.364	-0.69297772			
PSMA1	0.1080195	0.364	0.20960801	0.0826	0.3048986	0.155
PHKA2	-0.1006897	0.364	-0.12468674	0.277	-0.09735683	0.552
LINC02777	0.4230653	0.364	0.2333905	0.56	0.37416663	0.403
LOC107984116	-0.444247	0.364	-0.39385546		-0.29524096	0.544
HNRNPA1L2	0.1696089	0.364	0.19320468	0.196	0.11231015	0.54
ACBD5	-0.1418722	0.365	-0.12370448	0.409	-0.16783326	0.0827
PFDN2	0.1857758	0.365	0.26072435	0.204	0.35090954	0.194
PRDM10-DT	-0.3073812	0.365	-0.10502128	0.772	-0.0976553	0.81
TBRG1	-0.0764999	0.365	-0.06982639	0.243	-0.09828043	0.116
MRPL17	0.1546737	0.365	0.23630371	0.162	0.37202677	0.165
STARD3NL	0.1824005	0.365	0.28358113	0.0665	0.35510362	0.0957
ZNF835	-0.4034332	0.365	-0.36183329		-0.04936674	0.928
IER3	0.385486	0.366	0.54381507	0.366	0.64605225	0.182
LOC112268195	-0.2046707	0.366	-0.41882937	0.0333	-0.50101028	0.0513
STT3A-AS1	0.3096194	0.366	0.08572492	0.856	-0.01806302	0.968
GOLGA2P11	0.5753651	0.366	0.41366262	0.554	0.48922114	0.6
ZNF444	-0.1564928	0.366	-0.25154605	0.132	-0.19871554	0.423
PSMG3	0.1725519	0.366	0.26277679	0.158	0.42722613	0.188
ALDH1B1	0.3602857	0.366	0.20306426	0.497	0.25350101	0.499
LOC112268048	0.229293	0.366	0.37571494	0.0886	0.25688836	0.262
OSGEPL1	-0.1194293	0.366	-0.11372479	0.386	-0.19773333	0.106
MIR5193	0.3006967	0.366	0.25143897	0.369	0.23426977	0.459
IER3-AS1	0.4921805	0.366	0.79296293		0.63312166	0.295
ZNF248	-0.1184483	0.366	-0.1745356	0.174	-0.20664476	0.165
SLX1A	0.2299964	0.366	0.16763853	0.439	0.44819881	0.0354
CTNS-AS1	0.2752066	0.366	0.16710916	0.463	0.21449581	0.615
ZNF8	0.1813385	0.366	0.25030453	0.1	0.28024214	0.108
MOAP1	0.1387878	0.366	0.1591872	0.204	0.12647798	0.414
IGKV2-30	0.8456874	0.366	0.92729941	0.179	0.10310112	0.902
LOC105377004	0.8325889	0.366				
UGT2A2	-0.7847907	0.366	-0.2744387	0.694	-0.11685706	0.903
BTN3A3	0.226693	0.366	0.19668665	0.273	0.32750995	0.0371
PTPRZ1	-0.9886686	0.366	-0.94513939			
IMPDH1	0.2529118	0.366	0.34546928	0.24	0.42499758	0.0612
TTI2	0.111359	0.366	0.17957006	0.0896	0.16690224	0.218
USP3-AS1	0.1391369	0.366	0.19496569	0.0931	0.15301774	0.285
RPL23	-0.1383451	0.366	-0.01794997	0.935	0.163309	0.682
RELB	0.3564433	0.366	0.38443457	0.277	0.63895923	0.119
MLLT10P1	0.4634616	0.366	0.09249721		0.1213617	0.846
CHD6	-0.0871686	0.366	-0.15282569	0.151	-0.17888298	0.24
COL18A1-AS2	-0.525435	0.366	-0.28975129			
LOC112268310	-0.3532436	0.366	-0.26714938	0.464	-0.00776971	0.99
DENND2D	0.2885443	0.366	0.242399	0.287	0.40557036	0.0926
LRP4	-0.5034095	0.366	-0.60217417	0.215	-0.6356977	0.198
BANP	-0.1707377	0.366	-0.19054062	0.34	-0.08181754	0.726
PAPPA2	-1.0160386	0.366	-0.93559798	0.348	-1.46741348	0.0187
LOC102724579	-0.3325991	0.366	-0.57820086		-0.84307541	0.0336
ATAT1	-0.207253	0.366	-0.18494938	0.265	-0.16458493	0.551
DEXI	0.1609403	0.366	0.21111575	0.185	0.25014849	0.213
EID3	0.2092892	0.366	0.31043204	0.261	0.09255113	0.803
LOC105376922	-0.8999265	0.366	-1.23872353	0.107	-1.06847909	0.262
OGFRL1	0.1842315	0.367	0.25458844	0.323	0.28621656	0.123
DGKH	-0.184372	0.367	-0.08510119	0.827	-0.30370027	0.019
